"type","request_number","date","year","month","block","description","lon","lat"
"Vicious Animal","11-03843002","Sep 25, 2011",2011,9,"3700 N CLARK ST, Chicago, Illinois","Other - coyote spotted in the area",-87.6582901,41.949175
"Vicious Animal","11-03843019","Sep 25, 2011",2011,9,"5000 S DORCHESTER AVE, Chicago, Illinois","Other - large brown coyote - in kenwood park",-87.592257,41.803925
"Vicious Animal","11-03844228","Sep 25, 2011",2011,9,"8900 S VINCENNES AVE, Chicago, Illinois","Other - 2 coyotes - sidewalk",-87.6465154,41.7325327
"Vicious Animal","11-03844302","Sep 26, 2011",2011,9,"1000 W NORTH AVE, Chicago, Illinois","Other - large brown coyote - running in the area",-87.6539132,41.9109673
"Vicious Animal","11-03850718","Sep 26, 2011",2011,9,"1000 S KEELER AVE, Chicago, Illinois","Attacking - LIGHT COYOTE - STREET BY THE RAILROAD TRACKS",-87.73051,41.868909
"Vicious Animal","11-03852192","Sep 26, 2011",2011,9,"1700 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - roaming in area - in and out of alley",-87.6513816,41.9119549
"Vicious Animal","11-03852622","Sep 27, 2011",2011,9,"4500 S ST LAWRENCE AVE, Chicago, Illinois","Other - medium brown coyote - running loose in the alley",-87.6115463,41.8130892
"Vicious Animal","11-03852651","Sep 27, 2011",2011,9,"300 N KILPATRICK AVE, Chicago, Illinois","Other - small gray coyote - running in the area",-87.7429797,41.8854012
"Vicious Animal","11-03852687","Sep 27, 2011",2011,9,"1500 N ASTOR ST, Chicago, Illinois","Other - medium gray coyote - running loose in the park across from address",-87.6280523,41.9097607
"Vicious Animal","11-03853991","Sep 27, 2011",2011,9,"8000 S ADA ST, Chicago, Illinois","Other - LARGE, GRAY/WHITE COYOTE - HIDING BETWEEN  IN BUSHES",-87.657664,41.748479
"Vicious Animal","11-03859935","Sep 27, 2011",2011,9,"1900 N CLIFTON AVE, Chicago, Illinois","Other - 5-6 coyotes - hanging around parking lot at scrap yard",-87.6586396,41.9155242
"Vicious Animal","11-03867396","Sep 28, 2011",2011,9,"900 N NORTH BRANCH ST, Chicago, Illinois","Other - COYOTE - BY KENDALL COLLEGE IN THE NORTH PARKING LOT",-87.6490939,41.8989971
"Vicious Animal","11-03867541","Sep 28, 2011",2011,9,"6300 S HARPER AVE, Chicago, Illinois","Other - coyote - by the school in an open field",-87.5878163,41.7805759
"Vicious Animal","11-03867771","Sep 28, 2011",2011,9,"1500 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - sidewalk/alley",-87.6462027,41.9083122
"Vicious Animal","11-03867835","Sep 29, 2011",2011,9,"12100 S FRONT AVE, Chicago, Illinois","Other - coyote - near RR tracks",-87.6152825,41.6741607
"Vicious Animal","11-03867837","Sep 29, 2011",2011,9,"3000 N PAULINA ST, Chicago, Illinois","Other - coyote - west side of street heading  south",-87.6709546,41.9360249
"Vicious Animal","11-03867839","Sep 29, 2011",2011,9,"11300 S FRONT AVE, Chicago, Illinois","Other - coyote -- tan brn - street",-87.6116596,41.6891175
"Vicious Animal","11-03875525","Sep 30, 2011",2011,9,"4900 S KENWOOD AVE, Chicago, Illinois","Growling - coyote - in front of school",-87.5935387,41.8060383
"Vicious Animal","11-03877914","Sep 30, 2011",2011,9,"11200 S WASHTENAW AVE, Chicago, Illinois","Other - coyote - street",-87.6887559,41.6897467
"Vicious Animal","11-03878990","Sep 30, 2011",2011,9,"11200 S WASHTENAW AVE, Chicago, Illinois","Other - COYOTE - BACKYARD",-87.6887559,41.6897467
"Vicious Animal","11-03882890","Oct 01, 2011",2011,10,"6800 W BELMONT AVE, Chicago, Illinois","Other - spotted a  coyote in the area - loose in the area of  newcastle and belmont",-87.7961297,41.9384905
"Vicious Animal","11-03883707","Oct 01, 2011",2011,10,"3100 S MICHIGAN AVE, Chicago, Illinois","ON 31ST ST, BETWEEN MICHIGAN AND CANAL - GROUP OF COYOTES - ON THE IIT CAMPUS, ON THE NORTH SIDE OF THE STREET EAST OF MICHIGAN AVE BY THE SOCCER FIELD - Other",-87.624008,41.837767
"Vicious Animal","11-03884469","Oct 02, 2011",2011,10,"2400 W BELMONT AVE, Chicago, Illinois","Other - COYOTE -- MED SZ - IN BACK OF POL STATIONS",-87.6881191,41.9394518
"Vicious Animal","11-03884524","Oct 02, 2011",2011,10,"1200 S COLUMBUS DR, Chicago, Illinois","Other - spotted a  coyote  in the area",-87.6202669,41.866623
"Vicious Animal","11-03885544","Oct 02, 2011",2011,10,"1600 N CLYBOURN AVE, Chicago, Illinois","Other - COYOTE - IN THE PARKING LOT OF THE CONTAINER STORE MALL",-87.6495132,41.9109176
"Vicious Animal","11-03885636","Oct 02, 2011",2011,10,"11300 S COTTAGE GROVE AVE, Chicago, Illinois","Other - coyote - animal was seen going eastbound on 113th street",-87.6106927,41.6891435
"Vicious Animal","11-03886023","Oct 03, 2011",2011,10,"5200 W CHICAGO AVE, Chicago, Illinois","Other - large, brown, black tipped tail coyote - walking north bound on laramie; in the street",-87.7558353,41.8952034
"Vicious Animal","11-03893370","Oct 03, 2011",2011,10,"1500 N ASTOR ST, Chicago, Illinois","Attacking - coyote - at small park at north ave and aster - coyote attacked and bit caller's cockapoo - puncture wound on dog's side",-87.6280523,41.9097607
"Vicious Animal","11-03907952","Oct 05, 2011",2011,10,"1300 E 50TH ST, Chicago, Illinois","coyote on the premises of shoesmith school - Other - Other",-87.595113,41.8041884
"Vicious Animal","11-03908404","Oct 06, 2011",2011,10,"1200 N CLYBOURN AVE, Chicago, Illinois","Other - 3 large coyotes - on street",-87.6403805,41.9038881
"Vicious Animal","11-03908505","Oct 06, 2011",2011,10,"1300 N NORTH BRANCH ST, Chicago, Illinois","4 COYOTE: FAMILY, BROWN, AND GRAY - BODY SHOP, REAR OF BUSINESS - Other
2 LARGE, TWO SMALL COYOTES, DWELLING IN REAR OF BUSINESS. WORKERS
AFRAID TO GO INTO BUSINESS W/ PRESENCE OF COYOTES.  911 HAS BEEN INFORMED.",-87.65724,41.90516
"Vicious Animal","11-03914844","Oct 07, 2011",2011,10,"5700 W CARMEN AVE, Chicago, Illinois","2 MEDIUM COYOTES WALKING DOWN SIDEWALK - WALKING WEST ON CARMEN",-87.7709465,41.9738646
"Vicious Animal","11-03920838","Oct 07, 2011",2011,10,"2500 N SEMINARY AVE, Chicago, Illinois","Other - big coyote - walking down seminary n/b toward jonquil park",-87.6564147,41.9272821
"Vicious Animal","11-03920965","Oct 07, 2011",2011,10,"2100 W WILSON AVE, Chicago, Illinois","Other - coyote -- adult - street",-87.6809431,41.9653431
"Vicious Animal","11-03920994","Oct 08, 2011",2011,10,"10900 S STATE LINE RD, Chicago, Illinois","Other - COYOTE ADULT -- - STREET",-87.5249219,41.6970828
"Vicious Animal","11-03921020","Oct 08, 2011",2011,10,"4500 N MOZART ST, Chicago, Illinois","Other - SMALL COYOTE - ON STREET",-87.7000756,41.9632592
"Vicious Animal","11-03922591","Oct 09, 2011",2011,10,"4600 N SHERIDAN RD, Chicago, Illinois","Other - 2 COYOTES - INSIDE GRACELAND CEMENTARY- WERE SPOTTED FROM THE TRAIN",-87.655205,41.96581
"Vicious Animal","11-03927025","Oct 11, 2011",2011,10,"4100 S LAKE PARK AVE, Chicago, Illinois","Other - coyote - spotted in the area of 41st and lake park  sitting under a willow tree",-87.6010184,41.8199633
"Vicious Animal","11-03927077","Oct 11, 2011",2011,10,"1000 E 41ST ST, Chicago, Illinois","in the field behind a bldg. called lake park - coyote",-87.6026018,41.8200561
"Vicious Animal","11-03934740","Oct 11, 2011",2011,10,"7800 W FOREST PRESERVE AVE, Chicago, Illinois","Other - COYOTE - STREET",-87.8217375,41.946811
"Vicious Animal","11-03935154","Oct 12, 2011",2011,10,"3300 N OAKLEY AVE, Chicago, Illinois","Other - spotted coyote - loose  in the area",-87.6859724,41.9415552
"Vicious Animal","11-03935297","Oct 12, 2011",2011,10,"1900 W OAKDALE AVE, Chicago, Illinois","Other - coyote spotted - chasing after cats and dogs",-87.675959,41.935305
"Vicious Animal","11-03942622","Oct 12, 2011",2011,10,"2400 S WABASH AVE, Chicago, Illinois","coyote/large/tan - Other - now - walking around inside park near baseball mound - now - Attacking - coyote/large/tan - inside the park hiding in the botanical area last seen near baseball mound - usually out when it gets dark and early morning hours - svl rabbits have been dead",-87.6254033,41.849253
"Vicious Animal","11-03951174","Oct 14, 2011",2011,10,"4000 W CHICAGO AVE, Chicago, Illinois","Other - coyote - st",-87.7264389,41.8955708
"Vicious Animal","11-03956721","Oct 14, 2011",2011,10,"0 W NORTH BLVD, Chicago, Illinois","Other - COYOTE - STREET",-87.6312098,41.9108751
"Vicious Animal","11-03958497","Oct 15, 2011",2011,10,"10600 S TORRENCE AVE, Chicago, Illinois","Other - COYOTE NEAR THE TRAIN TRACK AREA.",-87.5597631,41.7026356
"Vicious Animal","11-03960147","Oct 16, 2011",2011,10,"6600 W FOSTER AVE, Chicago, Illinois","Other - 2 small coyotes - on street",-87.7928757,41.9757966
"Vicious Animal","11-03967738","Oct 17, 2011",2011,10,"1700 W BALMORAL AVE, Chicago, Illinois","Other - COYOTE - ANIMAL SEEN GOING NORTH ON RAVENSWOOD",-87.6721598,41.9797785
"Vicious Animal","11-03967905","Oct 17, 2011",2011,10,"3300 N SEELEY AVE, Chicago, Illinois","Other - COYOTE - ANIMAL WAS WALKING DOWN THE BLOCK",-87.6796115,41.9413877
"Vicious Animal","11-03967917","Oct 17, 2011",2011,10,"11400 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - COYOTE - ANIMAL WAS RUNNING THROUGH THE NEIGHBORHOOD",-87.6132173,41.687205
"Vicious Animal","11-03969744","Oct 18, 2011",2011,10,"5500 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - 3 coyotes --in washington park .. closest to cottage grove.. - inside the park ...",-87.6159956,41.7946636
"Vicious Animal","11-03969745","Oct 18, 2011",2011,10,"2900 N HONORE ST, Chicago, Illinois","Other - coyote - spotted in the area",-87.674162,41.9350691
"Vicious Animal","11-03969751","Oct 18, 2011",2011,10,"5800 S COTTAGE GROVE AVE, Chicago, Illinois","3 COYOTES IN WASHINGTON PARK - Other - WASHINGTON PARK ON COTTAGE GROVE SIDE",-87.6064537,41.7890539
"Vicious Animal","11-03974052","Oct 18, 2011",2011,10,"4100 S RACINE AVE, Chicago, Illinois","coyote - area",-87.6562085,41.8197713
"Vicious Animal","11-03978078","Oct 19, 2011",2011,10,"2400 W DIVERSEY AVE, Chicago, Illinois","Other - Coyote - roaming area behind sub-division - s/b -[last seen about 10 minutes, ago]",-87.6882167,41.9322859
"Vicious Animal","11-03980545","Oct 19, 2011",2011,10,"5600 W EASTWOOD AVE, Chicago, Illinois","Other - coyote - sidewalk - roaming the area",-87.7675889,41.9652456
"Vicious Animal","11-03982863","Oct 19, 2011",2011,10,"10000 S COMMERCIAL AVE, Chicago, Illinois","Other - coyotes - street",-87.5509385,41.713392
"Vicious Animal","11-03983190","Oct 19, 2011",2011,10,"2900 N HERMITAGE AVE, Chicago, Illinois","Other - ADULT COYOTE EATING RABBIT - STREET",-87.67258,41.9344411
"Vicious Animal","11-03987193","Oct 20, 2011",2011,10,"1400 N HALSTED ST, Chicago, Illinois","3 COYOTES - VACANT LOT THATS FENCED IN",-87.6485376,41.9064842
"Vicious Animal","11-03996718","Oct 21, 2011",2011,10,"10900 S STATE LINE RD, Chicago, Illinois","Other - pack of coyotes   4 - near grassy area  near walmart",-87.5249219,41.6970828
"Vicious Animal","11-03998704","Oct 22, 2011",2011,10,"6800 W ADDISON ST, Chicago, Illinois","2 COYOTES ROAMING ON ADDISON BETWEEN NARRAGANSETT AND OAKPARK",-87.7969255,41.9455855
"Vicious Animal","11-03998744","Oct 22, 2011",2011,10,"7900 W BERWYN AVE, Chicago, Illinois","Other - 2 WOLVES OR COYOTES - WALKING AROUND THE NEIGHBORHOOD - CALLER STATES THEY ARE LARGE AND WAS ON THE CORNER",-87.8245082,41.9755592
"Vicious Animal","11-03998919","Oct 23, 2011",2011,10,"3900 S SB OUTER LAKE SHORE DR, Chicago, Illinois","Other - 2 SMALL COYOTES - STREET",-87.6452727,41.9531949
"Vicious Animal","11-03999112","Oct 23, 2011",2011,10,"6600 W ADDISON ST, Chicago, Illinois","Other - coyote - cemetary",-87.7915548,41.9457732
"Vicious Animal","11-04000980","Oct 24, 2011",2011,10,"3600 N ARTESIAN AVE, Chicago, Illinois","Other - MEDIUM, GRAY, COYOTE - SIDEWALK, CORNER, STREET - MEDIUM, GRAY, COYOTE  2
",-87.6894652,41.9467399
"Vicious Animal","11-04007036","Oct 24, 2011",2011,10,"700 W EASTMAN ST, Chicago, Illinois","COYOTE -- ELEM --  BRITISH SCHOOL  --- SMALLER CHILDREN --- - Other - COYOTE - FIELD ACROSS FRM SCHOOL",-87.6464381,41.9067727
"Vicious Animal","11-04008116","Oct 24, 2011",2011,10,"1900 W BARRY AVE, Chicago, Illinois","Other - COYOTE - IN STREET  SCARED RUNNING",-87.676058,41.93804
"Vicious Animal","11-04008487","Oct 25, 2011",2011,10,"5000 N GLENWOOD AVE, Chicago, Illinois","Other - SMALL COYOTE - IN ALLEY",-87.6647984,41.9727358
"Vicious Animal","11-04008592","Oct 25, 2011",2011,10,"1900 N NEW ENGLAND AVE, Chicago, Illinois","Other - EDIUM,. GRAY/WHITE, COYOTE - SIDEWALK",-87.7976394,41.9146253
"Vicious Animal","11-04008641","Oct 25, 2011",2011,10,"1400 W BYRON ST, Chicago, Illinois","Other - COYOTE - SPOTTED IN THE AREA",-87.664408,41.952827
"Vicious Animal","11-04008734","Oct 25, 2011",2011,10,"1700 N NORDICA AVE, Chicago, Illinois","Other - coyote - roaming area",-87.8025562,41.9108831
"Vicious Animal","11-04015911","Oct 25, 2011",2011,10,"1500 W FULLERTON AVE, Chicago, Illinois","Other - COYOTE - ALLEY",-87.6665907,41.9253863
"Vicious Animal","11-04016030","Oct 25, 2011",2011,10,"1000 W NORTH AVE, Chicago, Illinois","coyote in the parking lot of crate and barrell - street",-87.6539132,41.9109673
"Vicious Animal","11-04023002","Oct 26, 2011",2011,10,"300 S AUSTIN BLVD, Chicago, Illinois","Other - 2 COYOTES - SEEN RUNNING IN THE PARK BY THE GOLF COURSE",-87.7749112,41.8762616
"Vicious Animal","11-04023023","Oct 26, 2011",2011,10,"300 W BELDEN AVE, Chicago, Illinois","Other - OTHER - ANIM - COYOTE - ANIMAL SEEN ACROSS FROM THE HOTEL AND THE ANIMAL WAS IN THE PARK",-87.6365105,41.9237973
"Vicious Animal","11-04023173","Oct 26, 2011",2011,10,"300 S CENTRAL AVE, Chicago, Illinois","Other - CALLER STATES SHE NOTICED 3 COYOTES IN THE AREA.",-87.7647163,41.8763917
"Vicious Animal","11-04030552","Oct 27, 2011",2011,10,"800 W DIVISION ST, Chicago, Illinois","Other - COYOTE SIGHTED NEAR THIS AREA...PER 911",-87.6508758,41.9038493
"Vicious Animal","11-04030700","Oct 27, 2011",2011,10,"2100 N NEWLAND AVE, Chicago, Illinois","Other - coyote - roaming in area - seen in park at end of block",-87.7991183,41.9182762
"Vicious Animal","11-04036225","Oct 28, 2011",2011,10,"6200 S STONY ISLAND AVE, Chicago, Illinois","Other - coyote - in jackson park",-87.58687,41.782257
"Vicious Animal","11-04036802","Oct 29, 2011",2011,10,"1200 N HALSTED ST, Chicago, Illinois","Other - large brown coyote - running loose in the area",-87.647265,41.904475
"Vicious Animal","11-04036873","Oct 29, 2011",2011,10,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - 2 coyotes young ones - crossing this street in this area",-87.6439677,41.9066346
"Vicious Animal","11-04038617","Oct 30, 2011",2011,10,"5600 W MONTROSE AVE, Chicago, Illinois","Other - SMALL COYOTE - NEAR CEMETERY",-87.7672354,41.9604677
"Vicious Animal","11-04038635","Oct 30, 2011",2011,10,"1400 W BYRON ST, Chicago, Illinois","Other - medium brown coyote - running loose",-87.664408,41.952827
"Vicious Animal","11-04038757","Oct 30, 2011",2011,10,"4600 S DAMEN AVE, Chicago, Illinois","Other - coyote - street",-87.6772304,41.8106978
"Vicious Animal","11-04043951","Oct 31, 2011",2011,10,"4000 N CLARK ST, Chicago, Illinois","Other - 3 COYOTES - REAR OF GRACELAND CEMETARY BY RAILROADS TRACKS",-87.662756,41.9545718
"Vicious Animal","11-04047055","Oct 31, 2011",2011,10,"600 W DIVISION ST, Chicago, Illinois","Other - coyote - sidewalk, vacant lots, etc.",-87.6440116,41.9044208
"Vicious Animal","11-04048276","Nov 01, 2011",2011,11,"8800 S DAUPHIN AVE, Chicago, Illinois","Other - COYOTE - STREET",-87.601978,41.734693
"Vicious Animal","11-04049485","Nov 01, 2011",2011,11,"300 W ELM ST, Chicago, Illinois","Other - 2 coyotees - inside on Seward Park",-87.6369381,41.9028712
"Vicious Animal","11-04049524","Nov 01, 2011",2011,11,"1200 N HALSTED ST, Chicago, Illinois","Other - coyotees - vacant lot",-87.647265,41.904475
"Vicious Animal","11-04054197","Nov 01, 2011",2011,11,"2900 N LAKE SHORE DR, Chicago, Illinois","Other - coyote - seen in area",-87.6373774,41.9340924
"Vicious Animal","11-04054303","Nov 01, 2011",2011,11,"1500 W BLACKHAWK ST, Chicago, Illinois","Other - COYOTE - RUNNING DOWN THE STREET",-87.6651567,41.9070193
"Vicious Animal","11-04054493","Nov 01, 2011",2011,11,"700 W DIVISION ST, Chicago, Illinois","Other - 2 giant coyotes - roaming where cabrini green buildings used to be - roaming in area",-87.6461316,41.9039109
"Vicious Animal","11-04054572","Nov 02, 2011",2011,11,"900 E 40TH ST, Chicago, Illinois","Other - COYOTE - ON 40TH ST. BTWN ELLIS & DREXEL ON STREET",-87.603765,41.8222253
"Vicious Animal","11-04061546","Nov 03, 2011",2011,11,"5200 S NOTTINGHAM AVE, Chicago, Illinois","Other - large gray coyote - running loose in the neighborhood",-87.799524,41.797464
"Vicious Animal","11-04067915","Nov 04, 2011",2011,11,"2200 N ELSTON AVE, Chicago, Illinois","Other - large gray coyote - running loose in the area",-87.6711357,41.9206211
"Vicious Animal","11-04074349","Nov 04, 2011",2011,11,"700 W EVERGREEN AVE, Chicago, Illinois","Other - coyote - coyote in the field",-87.6468657,41.9051667
"Vicious Animal","11-04074400","Nov 04, 2011",2011,11,"700 W EVERGREEN AVE, Chicago, Illinois","Growling - coyote/brown and caller was chased by female coyote. - walking by the field, statam park - walking by the field, statam park, jumped over the gate and started to chase her, this is the 3rd time.",-87.6468657,41.9051667
"Vicious Animal","11-04074569","Nov 05, 2011",2011,11,"1500 S LAFLIN ST, Chicago, Illinois","Other - walking south  on street - coyote",-87.6638181,41.8597417
"Vicious Animal","11-04075534","Nov 05, 2011",2011,11,"6400 W ADDISON ST, Chicago, Illinois","Other - Coyote - roaming inside cemetery on Addison between Narragansett and Oak Park - last seen about 1 hour ago",-87.7863069,41.9456757
"Vicious Animal","11-04075953","Nov 05, 2011",2011,11,"7000 W GRAND AVE, Chicago, Illinois","Other - big coyote - roaming on street -- called in by 911 - people on street",-87.8007308,41.9235469
"Vicious Animal","11-04076135","Nov 06, 2011",2011,11,"1300 W CONCORD PL, Chicago, Illinois","Other - 2 mediums size, brown color coyotes walking northeast on concord street - walking northeast on Concord place.
note:  this report actually came in during the 1:00 a.m. hour, prior to the 2:00 a.m. time change.",-87.6605419,41.9126673
"Vicious Animal","11-04076200","Nov 06, 2011",2011,11,"5500 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - coyote - coyote is iinside washington pk",-87.6159956,41.7946636
"Vicious Animal","11-04077395","Nov 07, 2011",2011,11,"5500 W HOMER ST, Chicago, Illinois","Other - coyote - by he underpass of RR tracks",-87.7644459,41.9155638
"Vicious Animal","11-04092140","Nov 09, 2011",2011,11,"2400 S SB OUTER LAKE SHORE DR, Chicago, Illinois","Other - coyote going northbound by mc cormick place - northbound at mc cormick place medium",-87.636679,41.9394452
"Vicious Animal","11-04095327","Nov 09, 2011",2011,11,"3600 N NARRAGANSETT AVE, Chicago, Illinois","in the cemetry - Other - coyote - cemetry is invade with coyotes - visitor are afraid to get out of cars",-87.7864081,41.9461361
"Vicious Animal","11-04096104","Nov 09, 2011",2011,11,"3000 N NEWLAND AVE, Chicago, Illinois","Lunging - coyote - coyote states the animal ran towards her and she jumped in her car, it is still in the area",-87.7992639,41.9344862
"Vicious Animal","11-04097280","Nov 09, 2011",2011,11,"7000 W MELROSE ST, Chicago, Illinois","coyote - Other - brown coyote - alley",-87.8014231,41.939238
"Vicious Animal","11-04098684","Nov 10, 2011",2011,11,"3900 N NARRAGANSETT AVE, Chicago, Illinois","Other - COYOTE AT CEMETERY - CORNER OF ABOVE ADDRESS",-87.7865172,41.9517157
"Vicious Animal","11-04098750","Nov 10, 2011",2011,11,"1000 W IRVING PARK RD, Chicago, Illinois","Other - 3 coyotes by the cementary - cementary",-87.6545443,41.9544968
"Vicious Animal","11-04104189","Nov 11, 2011",2011,11,"2600 W BALMORAL AVE, Chicago, Illinois","Other - 3 COYOTES - STREET",-87.694609,41.9797579
"Vicious Animal","11-04107349","Nov 11, 2011",2011,11,"1300 W ADDISON ST, Chicago, Illinois","Other - COYOTE - IN STREET  RUNNING",-87.6617182,41.9472784
"Vicious Animal","11-04107487","Nov 12, 2011",2011,11,"700 N LARRABEE ST, Chicago, Illinois","Other - 2 LARGE COYOTES - RUNNING LOOSE IN AREA",-87.6433384,41.8947154
"Vicious Animal","11-04107498","Nov 12, 2011",2011,11,"4500 N BEACON ST, Chicago, Illinois","Other - 1 LARGE BROWN COYOTE - RUNNING LOOSE IN THE AREA",-87.6637517,41.9634764
"Vicious Animal","11-04107682","Nov 12, 2011",2011,11,"5500 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","2 coyotes - washington park",-87.6159956,41.7946636
"Vicious Animal","11-04107702","Nov 12, 2011",2011,11,"4900 S ABERDEEN ST, Chicago, Illinois","Other - LARGE COYOTEE - 4800  TO 5000",-87.6527132,41.8049202
"Vicious Animal","11-04108650","Nov 12, 2011",2011,11,"1500 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - in the old YMCA parking lot",-87.6462027,41.9083122
"Vicious Animal","11-04109108","Nov 13, 2011",2011,11,"6800 W MEDILL AVE, Chicago, Illinois","Other - 1 LARGE GRAY COYOTE - ROAMING THE AREA",-87.795209,41.9223729
"Vicious Animal","11-04110128","Nov 13, 2011",2011,11,"6400 W ADDISON ST, Chicago, Illinois","Other - 4 coyotes - roaming around in cemetary area",-87.7863069,41.9456757
"Vicious Animal","11-04110672","Nov 13, 2011",2011,11,"300 W OAK ST, Chicago, Illinois","Other - 2 coyotes - running around parking lot areas",-87.6342634,41.9009369
"Vicious Animal","11-04118444","Nov 14, 2011",2011,11,"2200 N ASHLAND AVE, Chicago, Illinois","Other - coyote - street",-87.6688615,41.9216903
"Vicious Animal","11-04118872","Nov 14, 2011",2011,11,"900 N HALSTED ST, Chicago, Illinois","COYOTE CHASED HER TO HER CAR - Other",-87.6489721,41.8987184
"Vicious Animal","11-04119144","Nov 15, 2011",2011,11,"4700 S LAKE PARK AVE, Chicago, Illinois","Other - COYOTE - NEAR NATURE TRAIL",-87.5925084,41.809288
"Vicious Animal","11-04120506","Nov 15, 2011",2011,11,"700 W DIVISION ST, Chicago, Illinois","Other - coyote - around the baseball park",-87.6461316,41.9039109
"Vicious Animal","11-04126151","Nov 16, 2011",2011,11,"6400 W ADDISON ST, Chicago, Illinois","Other - 2 large gray coyotes - running loose in the cemetary",-87.7863069,41.9456757
"Vicious Animal","11-04138813","Nov 17, 2011",2011,11,"3800 N FREMONT ST, Chicago, Illinois","Other - coyote - running in area",-87.6520135,41.9511642
"Vicious Animal","11-04139430","Nov 17, 2011",2011,11,"9400 S ST LAWRENCE AVE, Chicago, Illinois","Other - coyote - alley",-87.6093669,41.7237902
"Vicious Animal","11-04139529","Nov 17, 2011",2011,11,"400 W EVERGREEN AVE, Chicago, Illinois","Other - coyotes - in the fire lanes",-87.6384614,41.9065069
"Vicious Animal","11-04143505","Nov 18, 2011",2011,11,"4200 N OAK PARK AVE, Chicago, Illinois","Other - coyote - between main building another unit",-87.7992391,41.9553872
"Vicious Animal","11-04144479","Nov 18, 2011",2011,11,"1300 N SEDGWICK ST, Chicago, Illinois","Other - coyote - street",-87.6385663,41.9056969
"Vicious Animal","11-04145900","Nov 19, 2011",2011,11,"600 S CENTRAL AVE, Chicago, Illinois","Other - coyote spotted in the  area now",-87.7646253,41.8723135
"Vicious Animal","11-04145952","Nov 19, 2011",2011,11,"5800 N AUSTIN AVE, Chicago, Illinois","Other - coyote - has a plastic container over its head.. on austin going towards the school and park",-87.7780961,41.9867366
"Vicious Animal","11-04146000","Nov 19, 2011",2011,11,"5700 N MCVICKER AVE, Chicago, Illinois","Other - coyote - coyote has a plastic container on its head.. running nb",-87.7792252,41.9847397
"Vicious Animal","11-04146004","Nov 19, 2011",2011,11,"5700 N MELVINA AVE, Chicago, Illinois","Other - coyote with head stuck in a jar - walking around - street",-87.7831162,41.9848196
"Vicious Animal","11-04146038","Nov 19, 2011",2011,11,"8100 S ELLIS AVE, Chicago, Illinois","Other - 1 coyote sighting - by the rail roads",-87.6004116,41.7475125
"Vicious Animal","11-04146250","Nov 19, 2011",2011,11,"1700 N WOOD ST, Chicago, Illinois","Other - COYOTE - FRONT YARD",-87.6726897,41.9124609
"Vicious Animal","11-04146948","Nov 19, 2011",2011,11,"2200 W ARGYLE ST, Chicago, Illinois","Other - COYOTE - - STREET",-87.6841539,41.97232
"Vicious Animal","11-04147052","Nov 19, 2011",2011,11,"5800 W DIVERSEY AVE, Chicago, Illinois","Other - Other - coyote - street",-87.7715097,41.9315172
"Vicious Animal","11-04147152","Nov 19, 2011",2011,11,"5200 S NOTTINGHAM AVE, Chicago, Illinois","Other - COYOTE - IN GRASSY AREA   NEAR I55",-87.799524,41.797464
"Vicious Animal","11-04148509","Nov 20, 2011",2011,11,"6900 N CHICORA AVE, Chicago, Illinois","Other - coyote - street",-87.7660789,42.0056897
"Vicious Animal","11-04154709","Nov 21, 2011",2011,11,"6800 W IRVING PARK RD, Chicago, Illinois","ON OAK PARK AVE, BETWEEN IRVING AND FOREST PRESERVE DRIVE - Other - 2 COYOTES - GRASS OF CHICAGO READ MENTAL CENTER",-87.7963114,41.9527506
"Vicious Animal","11-04155301","Nov 22, 2011",2011,11,"5500 N ASHLAND AVE, Chicago, Illinois","Other - SMALL COYOTE - ON STREET",-87.6701628,41.9821006
"Vicious Animal","11-04155312","Nov 22, 2011",2011,11,"7100 S SOUTH SHORE DR, Chicago, Illinois","Other - coyote - spotted in the area  now",-87.5630298,41.7660979
"Vicious Animal","11-04155362","Nov 22, 2011",2011,11,"1300 N NORTH BRANCH ST, Chicago, Illinois","Other - 6 coyotes, prancing around, not budging from private property's alarm system. medium to large in size - in car lot of business: perillo body shop",-87.65724,41.90516
"Vicious Animal","11-04164793","Nov 23, 2011",2011,11,"1600 N RUTHERFORD AVE, Chicago, Illinois","Other - COYOTE - BACKYARD",-87.7935497,41.9090903
"Vicious Animal","11-04164895","Nov 23, 2011",2011,11,"1600 N RUTHERFORD AVE, Chicago, Illinois","Other - coyote inside her back yard / high fence....",-87.7935497,41.9090903
"Vicious Animal","11-04165861","Nov 23, 2011",2011,11,"1900 N CLARK ST, Chicago, Illinois","Other - coyote or wolf - roaming in area near bushes",-87.6353053,41.9167638
"Vicious Animal","11-04166129","Nov 23, 2011",2011,11,"3800 N ASHLAND AVE, Chicago, Illinois","Other - coyote - street",-87.6692037,41.9507797
"Vicious Animal","11-04166195","Nov 24, 2011",2011,11,"6300 W GRAND AVE, Chicago, Illinois","Other - SAMLL COYOTE - ON RAIL ROAD TRACKS",-87.7829558,41.9219176
