"type","request_number","date","year","month","block","description","lon","lat"
"Wildlife Assistance","12-00845816","May 01, 2012",2012,5,"8500 S PEORIA ST, Chicago, Illinois","Opossum - Basement",-87.646502,41.739541
"Wildlife Assistance","12-00846969","May 01, 2012",2012,5,"900 E 76TH ST, Chicago, Illinois","Opossum - Basement",-87.6027072,41.7569837
"Wildlife Assistance","12-00847589","May 01, 2012",2012,5,"5600 S KEELER AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.7283242,41.7911674
"Wildlife Assistance","12-00851482","May 02, 2012",2012,5,"1800 W 95TH ST, Chicago, Illinois","Opossum - Family Room INSIDE FURNACE ROOM",-87.6676394,41.7212954
"Wildlife Assistance","12-00852645","May 02, 2012",2012,5,"5600 S KEELER AVE, Chicago, Illinois","Opossum - Attached Garage",-87.7283242,41.7911674
"Wildlife Assistance","12-00853969","May 02, 2012",2012,5,"10000 S MAY ST, Chicago, Illinois","Opossum",-87.6518085,41.7121056
"Wildlife Assistance","12-00865023","May 04, 2012",2012,5,"10200 S GREEN ST, Chicago, Illinois","Opossum - Family Room",-87.6444124,41.7085708
"Wildlife Assistance","12-00867193","May 04, 2012",2012,5,"6900 S CAMPBELL AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6859704,41.7680279
"Wildlife Assistance","12-00928205","May 16, 2012",2012,5,"5200 W FERDINAND ST, Chicago, Illinois","Opossum - Family Room- 15TH DIST POLICE STATION CALLING THIS IN",-87.7553837,41.8889326
"Wildlife Assistance","12-00946464","May 19, 2012",2012,5,"600 E 87TH ST, Chicago, Illinois","Opossum - Basement - the opossum tried to attack callers husband.",-87.6096653,41.736566
"Wildlife Assistance","12-00948876","May 21, 2012",2012,5,"8100 S CALUMET AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6167481,41.7471713
"Wildlife Assistance","12-00951352","May 21, 2012",2012,5,"8600 S CONSTANCE AVE, Chicago, Illinois","Opossum - Attached Garage",-87.579732,41.738696
"Wildlife Assistance","12-00966582","May 23, 2012",2012,5,"7400 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement - PLEASE CALL BEFORE COMING",-87.6043854,41.7603019
"Wildlife Assistance","12-00980009","May 25, 2012",2012,5,"8200 S COTTAGE GROVE AVE, Chicago, Illinois","opossum inside d&m soul cafe restaurant - Opossum - Kitchen...caller states they close at 2pm",-87.6052987,41.7456912
"Wildlife Assistance","12-00991126","May 29, 2012",2012,5,"3900 N SAYRE AVE, Chicago, Illinois","Opossum - Basement",-87.801327,41.9509892
"Wildlife Assistance","12-00995210","May 30, 2012",2012,5,"4500 W LAKE ST, Chicago, Illinois","Opossum - Bedroom",-87.738263,41.886513
"Wildlife Assistance","12-00995306","May 30, 2012",2012,5,"3300 N KNOX AVE, Chicago, Illinois","Other - Opossum. PARAMEDICS STATION",-87.743216,41.940822
"Wildlife Assistance","12-01004915","May 31, 2012",2012,5,"300 S SEELEY AVE, Chicago, Illinois","Opossum - Bedroom - caller states that she has a disabled son and she thinks the animals have stretched him",-87.6777558,41.8774682
"Wildlife Assistance","12-01009001","May 31, 2012",2012,5,"6400 N PAULINA ST, Chicago, Illinois","Opossum - Basement",-87.6722661,41.9980484
"Wildlife Assistance","12-01022406","Jun 04, 2012",2012,6,"0 E 101ST PL, Chicago, Illinois","Opossum - Kitchen",-87.6238907,41.6969399
"Wildlife Assistance","12-01026063","Jun 05, 2012",2012,6,"1500 E 83RD PL, Chicago, Illinois","Opossum - Basement",-87.5879742,41.7432532
"Wildlife Assistance","12-01040316","Jun 07, 2012",2012,6,"3000 N KOLMAR AVE, Chicago, Illinois","Opossum - Basement",-87.7405796,41.9352793
"Wildlife Assistance","12-01044839","Jun 07, 2012",2012,6,"10200 S RACINE AVE, Chicago, Illinois","Opossum - Kitchen",-87.6525755,41.7073411
"Wildlife Assistance","12-01044904","Jun 07, 2012",2012,6,"10800 S HAMLIN AVE, Chicago, Illinois","Opossum - Attached Garage",-87.7159339,41.6967463
"Wildlife Assistance","12-01055155","Jun 10, 2012",2012,6,"10200 S EBERHART AVE, Chicago, Illinois","Opossum - Kitchen",-87.6116376,41.7090244
"Wildlife Assistance","12-01077511","Jun 14, 2012",2012,6,"600 E 90TH PL, Chicago, Illinois","Opossum - Basement",-87.6093617,41.7303628
"Wildlife Assistance","12-01079188","Jun 14, 2012",2012,6,"600 E 90TH PL, Chicago, Illinois","PLEASE BRING A TRAP - Opossum - Basement",-87.6093617,41.7303628
"Wildlife Assistance","12-01084018","Jun 14, 2012",2012,6,"700 W HARRISON ST, Chicago, Illinois","Opossum - inside the cermak water pumping station - pls assist a.s.a.p",-87.636875,41.8752606
"Wildlife Assistance","12-01092733","Jun 16, 2012",2012,6,"7800 S KINGSTON AVE, Chicago, Illinois","Opossum - Basement",-87.562949,41.75333
"Wildlife Assistance","12-01094096","Jun 17, 2012",2012,6,"600 E 90TH PL, Chicago, Illinois","Opossum - Bedroom - IN SNR CTZN BDRM NOW",-87.6093617,41.7303628
"Wildlife Assistance","12-01094097","Jun 17, 2012",2012,6,"600 E 90TH PL, Chicago, Illinois","Opossum - Bedroom",-87.6093617,41.7303628
"Wildlife Assistance","12-01094602","Jun 18, 2012",2012,6,"11200 S UNION AVE, Chicago, Illinois","Opossum - Basement",-87.6402494,41.6903982
"Wildlife Assistance","12-01126645","Jun 21, 2012",2012,6,"5100 W STRONG ST, Chicago, Illinois","Opossum - Kitchen // caller does not know what kind of animal it is, stated its behind the microwave.",-87.755347,41.9709379
"Wildlife Assistance","12-01126972","Jun 22, 2012",2012,6,"11200 S UNION AVE, Chicago, Illinois","Opossum - Basement",-87.6402494,41.6903982
"Wildlife Assistance","12-01156106","Jun 27, 2012",2012,6,"10100 S VERNON AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6128719,41.7108389
"Wildlife Assistance","12-01167965","Jun 28, 2012",2012,6,"400 W 56TH PL, Chicago, Illinois","Opossum - Bathroom",-87.6355427,41.7917108
"Wildlife Assistance","12-01170102","Jun 29, 2012",2012,6,"7200 S CHAMPLAIN AVE, Chicago, Illinois","Opossum - Basement",-87.6094389,41.7638647
"Wildlife Assistance","12-01172210","Jun 29, 2012",2012,6,"6500 S INGLESIDE AVE, Chicago, Illinois","Opossum - Basement",-87.602531,41.776687
"Wildlife Assistance","12-01181617","Jul 02, 2012",2012,7,"7500 S KINGSTON AVE, Chicago, Illinois","Opossum -[opossum is inside front hallway, in entrance area blocking tenants from leaving- need removal asap]",-87.5627403,41.7590196
"Wildlife Assistance","12-01189421","Jul 03, 2012",2012,7,"3000 W GRANVILLE AVE, Chicago, Illinois","Opossum - Basement",-87.704368,41.9938952
"Wildlife Assistance","12-01203630","Jul 05, 2012",2012,7,"7700 S CHAPPEL AVE, Chicago, Illinois","Opossum - Basement",-87.5750949,41.7550656
"Wildlife Assistance","12-01208945","Jul 06, 2012",2012,7,"3000 W NORTH SHORE AVE, Chicago, Illinois","Opossum - Family Room",-87.7046066,42.0029255
"Wildlife Assistance","12-01209890","Jul 06, 2012",2012,7,"7300 S RIDGELAND AVE, Chicago, Illinois","Opossum - Living Room -[caller is afraid of animal sitting on living room couch, need ACC to remove asap- is standing outside in heat/hot weather for ACC to arrive]",-87.5826219,41.7623341
"Wildlife Assistance","12-01212719","Jul 06, 2012",2012,7,"1300 W 73RD ST, Chicago, Illinois","Opossum - Basement",-87.6574001,41.7615469
"Wildlife Assistance","12-01213080","Jul 06, 2012",2012,7,"3100 W 63RD ST, Chicago, Illinois","Opossum in the stock room of the shoe store",-87.700924,41.779292
"Wildlife Assistance","12-01216367","Jul 06, 2012",2012,7,"9700 S FOREST AVE, Chicago, Illinois","Opossum - Bedroom",-87.6167674,41.7180746
"Wildlife Assistance","12-01216550","Jul 07, 2012",2012,7,"1300 N MASSASOIT AVE, Chicago, Illinois","Opossum - Bedroom",-87.7693606,41.9039229
"Wildlife Assistance","12-01218440","Jul 07, 2012",2012,7,"5000 W WASHINGTON BLVD, Chicago, Illinois","Opossum - Basement",-87.750452,41.8821439
"Wildlife Assistance","12-01218476","Jul 07, 2012",2012,7,"5000 W WASHINGTON BLVD, Chicago, Illinois","Opossum - Basement caller says that the basement is a living quarter",-87.750452,41.8821439
"Wildlife Assistance","12-01220727","Jul 08, 2012",2012,7,"1100 W PRATT BLVD, Chicago, Illinois","Opossum - Basement",-87.658819,42.005774
"Wildlife Assistance","12-01222723","Jul 09, 2012",2012,7,"7500 S COLFAX AVE, Chicago, Illinois","Opossum - Basement",-87.5615932,41.7590514
"Wildlife Assistance","12-01253781","Jul 13, 2012",2012,7,"7000 S CORNELL AVE, Chicago, Illinois","IN GARAGE raccoons and possums",-87.5843532,41.766609
"Wildlife Assistance","12-01258250","Jul 13, 2012",2012,7,"2100 N KENNETH AVE, Chicago, Illinois","Opossum - Basement",-87.7378397,41.918981
"Wildlife Assistance","12-01260968","Jul 15, 2012",2012,7,"200 E 111TH ST, Chicago, Illinois","Opossum - rear lobby of apartment building",-87.6182275,41.6926437
"Wildlife Assistance","12-01271732","Jul 17, 2012",2012,7,"6800 S CORNELL AVE, Chicago, Illinois","Opossum - Garbage Can in garage",-87.58536,41.771343
"Wildlife Assistance","12-01275501","Jul 17, 2012",2012,7,"7300 S RICHMOND ST, Chicago, Illinois","Opossum - Basement",-87.6968802,41.7607107
"Wildlife Assistance","12-01285441","Jul 18, 2012",2012,7,"5600 S THROOP ST, Chicago, Illinois","Attic - Living Space Only - Opossum",-87.6572461,41.7922753
"Wildlife Assistance","12-01287415","Jul 18, 2012",2012,7,"11300 S ADA ST, Chicago, Illinois","Opossum - Attached Garage - MOTHER OPOSSUM HISSING",-87.655842,41.688876
"Wildlife Assistance","12-01301855","Jul 20, 2012",2012,7,"5300 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement..PLS LEAVE A MESSAGE",-87.605121,41.7986154
"Wildlife Assistance","12-01339209","Jul 26, 2012",2012,7,"11800 S ASHLAND AVE, Chicago, Illinois","Opossum - Kitchen",-87.6614342,41.6793522
"Wildlife Assistance","12-01343995","Jul 26, 2012",2012,7,"1700 E 87TH PL, Chicago, Illinois","Opossum - Basement",-87.582564,41.7362763
"Wildlife Assistance","12-01347100","Jul 26, 2012",2012,7,"7600 S PEORIA ST, Chicago, Illinois","Opossum - Basement",-87.6465988,41.756059
"Wildlife Assistance","12-01349035","Jul 27, 2012",2012,7,"5300 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement---knock on basement window--bell doesn't work---knock hard",-87.605121,41.7986154
"Wildlife Assistance","12-01355418","Jul 28, 2012",2012,7,"1700 E 87TH PL, Chicago, Illinois","Opossum - Basement",-87.582564,41.7362763
"Wildlife Assistance","12-01356985","Jul 29, 2012",2012,7,"4700 N DOVER ST, Chicago, Illinois","caller authorizing acc to enter----front of property - gate unlocked - then bsmt patio ... then see btwn two doors... Opossum - Basement - its trapped btwn two doors.. a screen door and and entrance door of bsmt",-87.666222,41.967263
"Wildlife Assistance","12-01357144","Jul 29, 2012",2012,7,"1700 E 87TH PL, Chicago, Illinois","Opossum - Basement",-87.582564,41.7362763
"Wildlife Assistance","12-01359965","Jul 30, 2012",2012,7,"1700 E 87TH PL, Chicago, Illinois","Opossum - Basement",-87.582564,41.7362763
"Wildlife Assistance","12-01363311","Jul 30, 2012",2012,7,"1700 E 87TH PL, Chicago, Illinois","Opossum - Basement -[please contact caller back asap- she has to go to work, but knows she has to be home to allow ACC entry]",-87.582564,41.7362763
"Wildlife Assistance","12-01379993","Aug 01, 2012",2012,8,"5300 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement  OVER 3WKS  IN HER BASEMENT AND SHE SLEEPS IN THE BASEMENT KNOCK HARD OR COME TO SIDE OF THE HOUSE AND CALL OUT HER NAME",-87.605121,41.7986154
"Wildlife Assistance","12-01428978","Aug 09, 2012",2012,8,"5100 N FRANCISCO AVE, Chicago, Illinois","River Park needs a trap for an opossum that has nested in front garden area next to ADA ramp -- high traffic area in and out of field house - Opossum",-87.7019812,41.9739995
"Wildlife Assistance","12-01430252","Aug 09, 2012",2012,8,"4700 N CLARK ST, Chicago, Illinois","Opossum - Basement",-87.6671155,41.9670697
"Wildlife Assistance","12-01439633","Aug 12, 2012",2012,8,"5300 N MILWAUKEE AVE, Chicago, Illinois","Opossum - Kitchen",-87.7684748,41.9764204
"Wildlife Assistance","12-01443426","Aug 13, 2012",2012,8,"11200 S HERMOSA AVE, Chicago, Illinois","Opossum - Basement",-87.6680589,41.6900641
"Wildlife Assistance","12-01445591","Aug 13, 2012",2012,8,"8200 S HOUSTON AVE, Chicago, Illinois","Opossum - Living Room",-87.5506042,41.746358
"Wildlife Assistance","12-01445858","Aug 13, 2012",2012,8,"5900 W IOWA ST, Chicago, Illinois","Opossum - Basement",-87.7725619,41.896842
"Wildlife Assistance","12-01447235","Aug 13, 2012",2012,8,"8200 S EBERHART AVE, Chicago, Illinois","Opossum - Attached Garage  1st floor",-87.6127085,41.7454881
"Wildlife Assistance","12-01449815","Aug 14, 2012",2012,8,"5400 S WOLCOTT AVE, Chicago, Illinois","Opossum - Bathroom",-87.6721947,41.795678
"Wildlife Assistance","12-01452441","Aug 14, 2012",2012,8,"5300 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement",-87.605121,41.7986154
"Wildlife Assistance","12-01456141","Aug 15, 2012",2012,8,"4700 S CHAMPLAIN AVE, Chicago, Illinois","Opossum - Basement",-87.6102008,41.80948
"Wildlife Assistance","12-01458327","Aug 15, 2012",2012,8,"9800 S WOODLAWN AVE, Chicago, Illinois","Opossum - Attached Garage",-87.5949326,41.7166102
"Wildlife Assistance","12-01462618","Aug 16, 2012",2012,8,"0 N LOREL AVE, Chicago, Illinois","Opossum - Dining Room",-87.7595469,41.9022039
"Wildlife Assistance","12-01469107","Aug 16, 2012",2012,8,"3100 W COLUMBUS AVE, Chicago, Illinois","Opossum - Living Room",-87.7002296,41.7517235
"Wildlife Assistance","12-01474489","Aug 17, 2012",2012,8,"7200 S HOYNE AVE, Chicago, Illinois","Opossum - Basement",-87.6759074,41.7628977
"Wildlife Assistance","12-01480547","Aug 20, 2012",2012,8,"5300 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement // ALSO IN THE KITCHEN",-87.605121,41.7986154
"Wildlife Assistance","12-01483614","Aug 20, 2012",2012,8,"4700 N TROY ST, Chicago, Illinois","Opossum - IN THE ENCLOSED BACK PORCH",-87.707541,41.9667839
"Wildlife Assistance","12-01497818","Aug 22, 2012",2012,8,"6300 W TOUHY AVE, Chicago, Illinois","Opossum - Attached Garage",-87.7838655,42.0134035
"Wildlife Assistance","12-01511157","Aug 24, 2012",2012,8,"11400 S VINCENNES AVE, Chicago, Illinois","Opossum - Attached Garage",-87.6620576,41.6855882
"Wildlife Assistance","12-01514284","Aug 25, 2012",2012,8,"3500 N OAK PARK AVE, Chicago, Illinois","Opossum - Basement",-87.7961411,41.943765
"Wildlife Assistance","12-01546363","Aug 31, 2012",2012,8,"5000 W MONROE ST, Chicago, Illinois","Opossum - Attached Garage",-87.749652,41.87971
"Wildlife Assistance","12-01551875","Aug 31, 2012",2012,8,"7800 S EAST END AVE, Chicago, Illinois","Opossum - Basement",-87.5833379,41.7533335
"Wildlife Assistance","12-01554645","Sep 02, 2012",2012,9,"4900 W DIVERSEY AVE, Chicago, Illinois","in back stairwell - at second floor - Opossum",-87.74923,41.931771
"Wildlife Assistance","12-01555269","Sep 03, 2012",2012,9,"1600 W LUNT AVE, Chicago, Illinois","Opossum - Family Room",-87.6702761,42.0092777
"Wildlife Assistance","12-01569397","Sep 05, 2012",2012,9,"5400 S SAYRE AVE, Chicago, Illinois","opossum inside house - Opossum",-87.7967558,41.7938939
"Wildlife Assistance","12-01585692","Sep 09, 2012",2012,9,"1300 W GREENLEAF AVE, Chicago, Illinois","Opossum - Living Room",-87.6624927,42.0103873
"Wildlife Assistance","12-01587006","Sep 09, 2012",2012,9,"7900 S MANISTEE AVE, Chicago, Illinois","Bathroom - Opossum",-87.5577437,41.7518305
"Wildlife Assistance","12-01589439","Sep 10, 2012",2012,9,"8600 S ST LAWRENCE AVE, Chicago, Illinois","Opossum - Bathroom- CALLER WANTS A CALL BACK",-87.609729,41.7383949
"Wildlife Assistance","12-01593264","Sep 10, 2012",2012,9,"7300 S HONORE ST, Chicago, Illinois","Opossum - Living Room",-87.6701358,41.7610798
"Wildlife Assistance","12-01594405","Sep 11, 2012",2012,9,"1300 W GREENLEAF AVE, Chicago, Illinois","UNIT 1B - Opossum - Basement",-87.6624927,42.0103873
"Wildlife Assistance","12-01598071","Sep 11, 2012",2012,9,"5500 S ADA ST, Chicago, Illinois","Opossum - Kitchen",-87.6585038,41.7937336
"Wildlife Assistance","12-01598098","Sep 11, 2012",2012,9,"1300 W GREENLEAF AVE, Chicago, Illinois","Opossum - Basement -unit # 1 B -[calling back into 311-waiting for ACC to contact back]",-87.6624927,42.0103873
"Wildlife Assistance","12-01598965","Sep 11, 2012",2012,9,"6300 S ARTESIAN AVE, Chicago, Illinois","Opossum - Living Room   good alt # caller is pregnant and is waiting outside",-87.6848689,41.7792444
"Wildlife Assistance","12-01605236","Sep 12, 2012",2012,9,"5200 S WENTWORTH AVE, Chicago, Illinois","Opossum - Attached Garage/ Inside Fleet Management City of Chicago Building Garage",-87.6310139,41.7998832
"Wildlife Assistance","12-01613401","Sep 13, 2012",2012,9,"2600 W LUTHER ST, Chicago, Illinois","Opossum - Kitchen UTILITY CLOSET",-87.6905611,41.8472409
"Wildlife Assistance","12-01621810","Sep 15, 2012",2012,9,"8700 W FOSTER AVE, Chicago, Illinois","Opossum - Living Room 108",-87.8440117,41.9737505
"Wildlife Assistance","12-01622365","Sep 16, 2012",2012,9,"6800 S CORNELL AVE, Chicago, Illinois","Opossum - Family Room",-87.58536,41.771343
"Wildlife Assistance","12-01623078","Sep 16, 2012",2012,9,"100 N LOTUS AVE, Chicago, Illinois","Opossum. CALLER SAID THE OPOSSUM IS TRAPPED UNDER THE HOOD OF THE CAR. PER SUPV. EALY",-87.762339,41.882463
"Wildlife Assistance","12-01630440","Sep 18, 2012",2012,9,"6200 S HERMITAGE AVE, Chicago, Illinois","Opossum - Bathroom - little children are in the home",-87.6681113,41.78111
"Wildlife Assistance","12-01630447","Sep 18, 2012",2012,9,"7600 S YATES BLVD, Chicago, Illinois","Opossum - Dining Room",-87.566674,41.757028
"Wildlife Assistance","12-01634994","Sep 18, 2012",2012,9,"6200 S HERMITAGE AVE, Chicago, Illinois","Opossum - Bathroom -SR 12-01630440 SEPT 18, 2012 -SMALL CHILDREN IN HOME",-87.6681113,41.78111
"Wildlife Assistance","12-01636627","Sep 18, 2012",2012,9,"3500 W 111TH ST, Chicago, Illinois","Opossum - Attached Garage",-87.7083711,41.6916361
"Wildlife Assistance","12-01637458","Sep 19, 2012",2012,9,"8900 S OGLESBY AVE, Chicago, Illinois","- Opossum - Basement",-87.567492,41.7331824
"Wildlife Assistance","12-01641666","Sep 19, 2012",2012,9,"400 N LARAMIE AVE, Chicago, Illinois","Opossum - Family Room",-87.755667,41.8879611
"Wildlife Assistance","12-01658520","Sep 23, 2012",2012,9,"5900 W WILSON AVE, Chicago, Illinois","Opossum",-87.774892,41.9642256
"Wildlife Assistance","12-01660985","Sep 24, 2012",2012,9,"4200 W 45TH ST, Chicago, Illinois","Opossum - Living Room",-87.7286017,41.8114687
"Wildlife Assistance","12-01668220","Sep 25, 2012",2012,9,"1100 E 83RD ST, Chicago, Illinois","Opossum - Garbage Can",-87.5974533,41.7442684
"Wildlife Assistance","12-01668515","Sep 25, 2012",2012,9,"5700 S PRINCETON AVE, Chicago, Illinois","Racoons & Opossums - Senior Citizen - from Alderman Cochran",-87.6329,41.7908882
"Wildlife Assistance","12-01671161","Sep 25, 2012",2012,9,"4500 N LAPORTE AVE, Chicago, Illinois","Opossum - Basement",-87.7515514,41.9626493
"Wildlife Assistance","12-01672638","Sep 26, 2012",2012,9,"6500 S ABERDEEN ST, Chicago, Illinois","Opossum - Living Room",-87.6522652,41.7758651
"Wildlife Assistance","12-01676689","Sep 26, 2012",2012,9,"6800 N WAYNE AVE, Chicago, Illinois","Skunk - Opossum - Living Room",-87.665271,42.005633
"Wildlife Assistance","12-01677036","Sep 27, 2012",2012,9,"11100 S GREEN ST, Chicago, Illinois","Opossum - Living Room",-87.6435939,41.6923412
"Wildlife Assistance","12-01679886","Sep 27, 2012",2012,9,"7100 S WOODLAWN AVE, Chicago, Illinois","Opossum - Kitchen",-87.5961619,41.7657656
"Wildlife Assistance","12-01680886","Sep 27, 2012",2012,9,"1200 S CAMPBELL AVE, Chicago, Illinois","Opossum...CITY DEPT OF MENTAL HEALTH ..WAREHOUSE 1ST FLOOR",-87.6895569,41.865766
"Wildlife Assistance","12-01690415","Sep 30, 2012",2012,9,"3700 N NEW ENGLAND AVE, Chicago, Illinois","Basement - Opossum enclosed rear porch leading to basement",-87.7987534,41.9473776
"Wildlife Assistance","12-01695659","Oct 01, 2012",2012,10,"5200 N CHRISTIANA AVE, Chicago, Illinois","Opossum - Basement",-87.7123258,41.9757109
"Wildlife Assistance","12-01695956","Oct 01, 2012",2012,10,"6100 N HERMITAGE AVE, Chicago, Illinois","Opossum - Attached Garage/ Stuck in enclosed patio",-87.6736393,41.992933
"Wildlife Assistance","12-01696282","Oct 01, 2012",2012,10,"8800 S MARQUETTE AVE, Chicago, Illinois","Opossum - Living Room",-87.5589366,41.7351564
"Wildlife Assistance","12-01699724","Oct 02, 2012",2012,10,"11100 S GREEN ST, Chicago, Illinois","Opossum - Basement ((( caller stated is on the ""outside"" entrance to his basement but then changed argued that is on the inside)))",-87.6435939,41.6923412
"Wildlife Assistance","12-01708130","Oct 04, 2012",2012,10,"6400 S LANGLEY AVE, Chicago, Illinois","Opossum - Kitchen",-87.6085517,41.7784136
"Wildlife Assistance","12-01718986","Oct 06, 2012",2012,10,"1000 E 95TH ST, Chicago, Illinois","Opossum - in the hallway of cllrs business",-87.6005852,41.7224632
"Wildlife Assistance","12-01721339","Oct 08, 2012",2012,10,"3300 W 48TH PL, Chicago, Illinois","Opossum. this is a factory.in trap. - Attached Garage",-87.7064249,41.8061519
"Wildlife Assistance","12-01721750","Oct 08, 2012",2012,10,"2200 E 96TH ST, Chicago, Illinois","Opossum - Attached Garage",-87.5699154,41.7212831
"Wildlife Assistance","12-01728897","Oct 09, 2012",2012,10,"4400 N GREENVIEW AVE, Chicago, Illinois","Opossum - INCLOSED BACKED PORCH",-87.6680044,41.9617654
"Wildlife Assistance","12-01728911","Oct 09, 2012",2012,10,"7500 S INDIANA AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6199261,41.7583185
"Wildlife Assistance","12-01738527","Oct 11, 2012",2012,10,"8100 S PEORIA ST, Chicago, Illinois","Opossum - Kitchen basement apartment",-87.6466865,41.7468343
"Wildlife Assistance","12-01743828","Oct 12, 2012",2012,10,"2100 E 100TH ST, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.5721758,41.7136232
"Wildlife Assistance","12-01746676","Oct 13, 2012",2012,10,"1200 N KOSTNER AVE, Chicago, Illinois","Opossum-CALLER STATES LOCATED INSIDE HER ENCLOSED PORCH",-87.7361296,41.9025237
"Wildlife Assistance","12-01752455","Oct 15, 2012",2012,10,"7700 W BELMONT AVE, Chicago, Illinois","Opossum - Attached Garage",-87.8191658,41.938181
"Wildlife Assistance","12-01794823","Oct 22, 2012",2012,10,"7800 S MORGAN ST, Chicago, Illinois","Opossum - Basement",-87.649271,41.752173
"Wildlife Assistance","12-01808342","Oct 24, 2012",2012,10,"7800 S MICHIGAN AVE, Chicago, Illinois","Opossum - Basement/caller reports that animal control called her yesterday however she was at work/caller still has opposum in her basement and two kittens that she would like to had over to animal control",-87.621889,41.752642
"Wildlife Assistance","12-01809556","Oct 25, 2012",2012,10,"3100 W COLUMBUS AVE, Chicago, Illinois","Opossum - Bedroom",-87.7002296,41.7517235
"Wildlife Assistance","12-01825459","Oct 29, 2012",2012,10,"3100 W 85TH ST, Chicago, Illinois","Opossum - Attached Garage",-87.6994212,41.7391147
"Wildlife Assistance","12-01838562","Oct 31, 2012",2012,10,"5500 N FRANCISCO AVE, Chicago, Illinois","Opossum - Dining Room",-87.7015171,41.9812882
"Wildlife Assistance","12-01843349","Nov 01, 2012",2012,11,"5500 N FRANCISCO AVE, Chicago, Illinois","Opossum - Bedroom CLOSET...PLEASE CALL BEFORE COMING",-87.7015171,41.9812882
"Wildlife Assistance","12-01851103","Nov 03, 2012",2012,11,"11100 S ESMOND ST, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6686876,41.6918207
"Wildlife Assistance","12-01854740","Nov 05, 2012",2012,11,"4000 E 134TH ST, Chicago, Illinois","336 LOT-- - Opossum - Bathroom",-87.5293894,41.6524898
"Wildlife Assistance","12-01869140","Nov 08, 2012",2012,11,"3100 W COLUMBUS AVE, Chicago, Illinois","Opossum - Kitchen",-87.7002296,41.7517235
"Wildlife Assistance","12-01880493","Nov 11, 2012",2012,11,"1700 W ARTHUR AVE, Chicago, Illinois","Opossum - Basement",-87.6722663,42.0008227
"Wildlife Assistance","12-01892220","Nov 14, 2012",2012,11,"5900 W IOWA ST, Chicago, Illinois","Opossum - Raccoon - Attic - Living Space Only",-87.7725619,41.896842
"Wildlife Assistance","12-01900550","Nov 15, 2012",2012,11,"6600 S WABASH AVE, Chicago, Illinois","Opossum - Kitchen - ",-87.6242953,41.7746478
"Wildlife Assistance","12-01903687","Nov 16, 2012",2012,11,"4800 S ST LAWRENCE AVE, Chicago, Illinois","Opossum - Attached Garage",-87.6117533,41.8074865
"Wildlife Assistance","12-01915300","Nov 20, 2012",2012,11,"1200 W VICTORIA ST, Chicago, Illinois","Opossum - Basement STAIRWAY",-87.660233,41.986948
"Wildlife Assistance","12-01918746","Nov 21, 2012",2012,11,"400 W 99TH ST, Chicago, Illinois","Raccoon OR OPOSSUM - Basement - CALLER RUNS A HOME DAY CARE, PLEASE COME ASAP",-87.6337782,41.7142346
"Wildlife Assistance","12-01929487","Nov 26, 2012",2012,11,"8500 S COLFAX AVE, Chicago, Illinois","Opossum - Attached Garage/enclosed porch",-87.5615045,41.7407496
"Wildlife Assistance","12-01935735","Nov 27, 2012",2012,11,"500 N LARAMIE AVE, Chicago, Illinois","living on the enclosed back porch - Opossum",-87.75569,41.8890703
"Wildlife Assistance","12-01935843","Nov 27, 2012",2012,11,"500 N LARAMIE AVE, Chicago, Illinois","REF: 12-01935735 - CALLER MUST LEAVE HOUSE, PLEASE COME TOMMORROW BETWEEN 8:00 AM TILL 1:00 PM. Opossum - INSIDE ENCLOSED BACK PORCH -",-87.75569,41.8890703
"Wildlife Assistance","12-01938170","Nov 28, 2012",2012,11,"5100 S PRAIRIE AVE, Chicago, Illinois","Opossum - Basement - ",-87.6198195,41.8019076
"Wildlife Assistance","12-01938797","Nov 28, 2012",2012,11,"4900 W RICE ST, Chicago, Illinois","Opossum - Kitchen..senior has opossum conf. in the enclosed porch off of the kitchen",-87.7484342,41.8961224
"Wildlife Assistance","12-01942144","Nov 28, 2012",2012,11,"8400 S VERNON AVE, Chicago, Illinois","Opossum - Basement",-87.6133347,41.7418733
"Wildlife Assistance","12-01953876","Dec 02, 2012",2012,12,"2900 S STATE ST, Chicago, Illinois","OPOSSUM",-87.6273914,41.8417445
"Wildlife Assistance","12-01957711","Dec 03, 2012",2012,12,"7300 S LAFAYETTE AVE, Chicago, Illinois","Opossum - Basement",-87.6267651,41.761707
"Wildlife Assistance","12-01968714","Dec 05, 2012",2012,12,"10800 S AVENUE N , Chicago, Illinois","Opossum - Basement",-87.5390639,41.6990192
