"type","request_number","date","year","month","block","description","lon","lat"
"Injured Animal","11-00518550","Mar 29, 2011",2011,3,"10600 S CALHOUN AVE","Alley - alley raccoon - stuck on Comed pole since on yesterday -caller concerned that raccoon is injured/or sick",-87.5620121,41.7027595
"Injured Animal","11-00519168","Mar 29, 2011",2011,3,"5100 W BLOOMINGDALE AVE","Back yard - Alley - raccoon - dying?",-87.7527641,41.9131906
"Injured Animal","11-00535290","Mar 30, 2011",2011,3,"10700 S HOYNE AVE","Parkway - raccoon - unknown - N/A",-87.674777,41.698952
"Injured Animal","11-00550341","Mar 31, 2011",2011,3,"13000 S BALTIMORE AVE","Alley - RACCOON - ARM IS BROKEN",-87.5474852,41.6590428
"Injured Animal","11-00550377","Mar 31, 2011",2011,3,"13000 S HOUSTON AVE","Alley - raccoon - 2 houses south of 13039 - by garage door",-87.5485957,41.6590372
"Injured Animal","11-00563444","Apr 01, 2011",2011,4,"10700 S HOYNE AVE","RACCOON - RACCOON MOVING SLOWLY - Front yard - RACCOON MOVING SLOWLY, BEEN HERE ABOUT AN 1/2 HOUR..ANIMAL MUST BE SICK.",-87.674777,41.698952
"Injured Animal","11-00563474","Apr 01, 2011",2011,4,"10700 S HOYNE AVE","Front yard - RACCOON - UNKNOWN",-87.674777,41.698952
"Injured Animal","11-00568052","Apr 01, 2011",2011,4,"10600 S SEELEY AVE","Front yard - ra - raccoon - racoon is convulsing and disoriented - raccoon is convulsing and disoriented. caller also reports that the raccoon fell out of a tree",-87.6731578,41.7008312
"Injured Animal","11-00576303","Apr 02, 2011",2011,4,"10500 S LONGWOOD DR","Sidewalk - RACCOON - CURLED UP, INJURED ON A SIDEWALK",-87.6717026,41.7027973
"Injured Animal","11-00576644","Apr 02, 2011",2011,4,"10500 S LONGWOOD DR","Street - raccoon - unknown",-87.6717026,41.7027973
"Injured Animal","11-00576727","Apr 02, 2011",2011,4,"10500 S LONGWOOD DR","Street - - raccoon - hit by car",-87.6717026,41.7027973
"Injured Animal","11-00576984","Apr 02, 2011",2011,4,"10500 S LONGWOOD DR","Sidewalk - VERY SICK BARELY MOVING - RACCOON",-87.6717026,41.7027973
"Injured Animal","11-00577161","Apr 02, 2011",2011,4,"10500 S LONGWOOD DR","Street - raccoon - limping",-87.6717026,41.7027973
"Injured Animal","11-00579538","Apr 02, 2011",2011,4,"5700 S LAKE SHORE DR","Other - raccoon - cannot walk - in the soccer garden behind the museum",-87.5829263,41.7920438
"Injured Animal","11-00583937","Apr 02, 2011",2011,4,"10600 S WALDEN PKWY","Other - RACCOON - LYING ON GROUND GASPING FOR AIR (MAKING LOUD DISTRESS SOUNDS) - N/A LYING IN THE GANGWAY",-87.670146,41.700911
"Injured Animal","11-00592620","Apr 03, 2011",2011,4,"9900 S LEAVITT ST","Back yard - raccoon - just laying there .. lays still ... still alive -- breathing still",-87.6772793,41.7135156
"Injured Animal","11-00593468","Apr 03, 2011",2011,4,"10500 S SEELEY AVE","Street - raccoon - unknown not walking",-87.6729153,41.7028515
"Injured Animal","11-00595420","Apr 03, 2011",2011,4,"2200 W 106TH ST","side yard - Other - raccoon - unknown",-87.676612,41.7009657
"Injured Animal","11-00599741","Apr 03, 2011",2011,4,"1500 E 62ND ST","Other - RACCOON - RACCOON IS LAYING IN THE COURTYARD OF BLDG",-87.5893052,41.782958
"Injured Animal","11-00614759","Apr 04, 2011",2011,4,"8600 S STONY ISLAND AVE","Sidewalk - RACCOON - STUCK IN FRONT GATE OF A BUSINESS-NAME OF BUSINESS IS TAX CHECK",-87.5860959,41.7385168
"Injured Animal","11-00639280","Apr 05, 2011",2011,4,"5900 S STONY ISLAND AVE","Sidewalk - raccoon - barely moving, looks to be injured, falling over and wobbling around/ by the park area",-87.5865953,41.7863933
"Injured Animal","11-00661727","Apr 06, 2011",2011,4,"10600 S HAMILTON AVE","Back yard - RACCOON - NOT ABLE TO WALK WELL -IN GANGWAY -",-87.6754063,41.7009923
"Injured Animal","11-00672812","Apr 07, 2011",2011,4,"10600 S HOYNE AVE","RACCOON - LIMPING AT CENTER OF STREET",-87.674506,41.7008584
"Injured Animal","11-00673122","Apr 07, 2011",2011,4,"10600 S HOYNE AVE","Street - raccoon - now in the middle of the street going around in circles",-87.674506,41.7008584
"Injured Animal","11-00674774","Apr 07, 2011",2011,4,"2600 S INDIANA AVE","not sure of injury, but as you approach it - it growls as if to attack but does not move. - Back yard - raccoon - not sure of injury",-87.6225089,41.845187
"Injured Animal","11-00690975","Apr 08, 2011",2011,4,"10300 S WOOD ST","Back yard - RACCOON - LAYING THERE",-87.6671099,41.7066248
"Injured Animal","11-00691127","Apr 08, 2011",2011,4,"10300 S WOOD ST","Back yard UNDER A GARBAGE CAN  - RACCOON - SICK",-87.6671099,41.7066248
"Injured Animal","11-00701469","Apr 08, 2011",2011,4,"9900 S CHARLES ST","Front yard - raccoon - looks sick",-87.6615782,41.7139496
"Injured Animal","11-00702796","Apr 08, 2011",2011,4,"10300 S WOOD ST","Back yard - raccoon - laying there this is the 3rd request!!! per sr$11-00690975 states completed no entry possible per caller the backyard gate is not locked!!! just push to go in!!!!!",-87.6671099,41.7066248
"Injured Animal","11-00711788","Apr 09, 2011",2011,4,"10300 S WOOD ST","Back yard - raccoon - unknown",-87.6671099,41.7066248
"Injured Animal","11-00712469","Apr 09, 2011",2011,4,"1200 E 71ST PL","Back yard - raccoon - limping",-87.595816,41.7650613
"Injured Animal","11-00718022","Apr 09, 2011",2011,4,"6800 S MERRILL AVE","Alley - RACCOON - LOOKS SICK, MOVING SLOW",-87.5731004,41.7714886
"Injured Animal","11-00718618","Apr 09, 2011",2011,4,"7700 S CARPENTER ST","THERE IS A GASH MISSING FROM ITS NECK AND CALLER SAID THAT A RACCOON ATTACKED IT - CAT AND THEY WILL HAVE IT IN A BOX - Home",-87.6505021,41.7540627
"Injured Animal","11-00731005","Apr 10, 2011",2011,4,"5700 S STONY ISLAND AVE","raccoon - foaming at the mouth",-87.5870399,41.7912266
"Injured Animal","11-00731232","Apr 10, 2011",2011,4,"800 E DREXEL SQUARE DR","Other - raccoon - convulsing lying on porch in rear between 1st and 2nd landing",-87.6063562,41.8013826
"Injured Animal","11-00731416","Apr 10, 2011",2011,4,"1500 E 57TH ST","BETWEEN STONY ISLAND AND CORNELL ON 57TH - Street - RACCOON - RACCOON IS SICK AND NOT MOVING MUCH ",-87.5889392,41.7915074
"Injured Animal","11-00731648","Apr 10, 2011",2011,4,"5700 S STONY ISLAND AVE","Street - racoo - raccoon - looks sick walking weird",-87.5870399,41.7912266
"Injured Animal","11-00732862","Apr 10, 2011",2011,4,"7300 S WABASH AVE","Back yard - BABY RACCOON - UNKNOWN",-87.623687,41.761704
"Injured Animal","11-00734287","Apr 10, 2011",2011,4,"2400 S TRUMBULL AVE","Street - raccoon - broken leg",-87.711508,41.8479294
"Injured Animal","11-00734850","Apr 10, 2011",2011,4,"3400 W 24TH ST","Raccoon - Backyard wrapped in a blanket - Back yard - raccoon - raccoon in backyard wrapped in a blanket, only moving it's head, not it's body",-87.710006,41.8480692
"Injured Animal","11-00735375","Apr 10, 2011",2011,4,"800 E DREXEL SQUARE DR","Back yard - raccoon - was having convulsions, very sick - please drive thru alley and come into yard ",-87.6063562,41.8013826
"Injured Animal","11-00735641","Apr 10, 2011",2011,4,"3700 N CUMBERLAND AVE","Alley - RACCOON - RACCOON ON TOP OF CART BARELY MOVING",-87.8366279,41.9474533
"Injured Animal","11-00739299","Apr 10, 2011",2011,4,"7700 S EGGLESTON AVE","Street - 3 baby raccoons - very young and roaming in street",-87.6359317,41.7542699
"Injured Animal","11-00740760","Apr 10, 2011",2011,4,"7700 S EGGLESTON AVE","Parkway - two baby raccoons - twoo baby raccoons have fallen out of the tree and landed on the parkway",-87.6359317,41.7542699
"Injured Animal","11-00756758","Apr 11, 2011",2011,4,"2400 S TRUMBULL AVE","Home - unknown (((caller has a Home Day Care and is not able to take the kids outside to play))) - unknown . raccoon appears to be dying",-87.711508,41.8479294
"Injured Animal","11-00759060","Apr 11, 2011",2011,4,"2400 S TRUMBULL AVE","Home - RACCOON - HAVING SEZIURE",-87.711508,41.8479294
"Injured Animal","11-00764374","Apr 11, 2011",2011,4,"2900 S HALSTED ST","Vacant lot/Parking lot - raccoon - not sure - by Poplar",-87.6470418,41.8409177
"Injured Animal","11-00766818","Apr 11, 2011",2011,4,"6300 S CORNELL DR","Street - RACCOON - CALLER SAID THAT THE RACCOON IS RUNNING AND FALLING DOWN",-87.5851604,41.7785093
"Injured Animal","11-00778328","Apr 12, 2011",2011,4,"10000 S WOOD ST","Other, DRIVEWAY - RACCOON - RACCOON BARELY MOVING JUST SITTING IN THE DRIVEWAY...CALLER STATES RACCOON IS SICK.",-87.6672888,41.7123345
"Injured Animal","11-00780060","Apr 12, 2011",2011,4,"10000 S WOOD ST","Parkway - RACCOON - SICK",-87.6672888,41.7123345
"Injured Animal","11-00808106","Apr 13, 2011",2011,4,"1500 E 65TH PL","raccoon - it can't move  the raccoon is leaning on the gate at this moment. But the raccoon is hidding in the vacant lot in the hallow tree.",-87.5888205,41.7760419
"Injured Animal","11-00811890","Apr 13, 2011",2011,4,"1500 E 65TH PL","Vacant lot/Parking lot - raccoon - dying?",-87.5888205,41.7760419
"Injured Animal","11-00811907","Apr 13, 2011",2011,4,"2300 W MONROE ST","GANGWAY - - RACCOON - HEAD AND BODY IS STUCK ON SIDE OF HOME",-87.6840967,41.8801144
"Injured Animal","11-00812247","Apr 13, 2011",2011,4,"1500 E 65TH PL","Vacant lot/Parking lot - DYING - RACCOON",-87.5888205,41.7760419
"Injured Animal","11-00813010","Apr 13, 2011",2011,4,"1700 W 101ST ST","Parkway - RACCOON - SMALL RACCOON IN GARBAGE CART",-87.6647788,41.710288
"Injured Animal","11-00813193","Apr 13, 2011",2011,4,"1100 E 44TH ST","Home - oppossum - unk --  hissing at owner of home -- - raccoon - unk --  hissing at owner of home --trying to remove other raccoon which is dead",-87.5993562,41.8146249
"Injured Animal","11-00831425","Apr 14, 2011",2011,4,"3800 S ASHLAND AVE","Street - raccoon - tangled on top of the bob wire fence at this location...",-87.6657359,41.8248739
"Injured Animal","11-00848587","Apr 15, 2011",2011,4,"6700 S CORNELL AVE","Parkway - raccoon - the animal is now moving going in circles",-87.5850725,41.7733543
"Injured Animal","11-00849064","Apr 15, 2011",2011,4,"6800 S BENNETT AVE","INJURED RACCOON ON THE FRONT LAWN",-87.5792445,41.7714121
"Injured Animal","11-00852430","Apr 15, 2011",2011,4,"6800 S BENNETT AVE","Parkway - raccoon - cant move. hasnt moved in a while. seems to be ill/or hurt",-87.5792445,41.7714121
"Injured Animal","11-00857546","Apr 15, 2011",2011,4,"4000 W GLENLAKE AVE","RACCOON - REAR LEGS ARE BROKEN - Alley",-87.7288629,41.9919127
"Injured Animal","11-00860245","Apr 15, 2011",2011,4,"1600 S AVERS AVE","raccoon - Front yard - sick, laying on front porch",-87.7212552,41.8588307
"Injured Animal","11-00862225","Apr 15, 2011",2011,4,"5900 S PRINCETON AVE","raccoon - moves then lay down, sick per caller - raccoon big - Other laying on the side of house",-87.633103,41.787085
"Injured Animal","11-00862589","Apr 15, 2011",2011,4,"5900 S PRINCETON AVE","Back yard -TWISTING AND TURNING  - SICK - RACCOON",-87.633103,41.787085
"Injured Animal","11-00873521","Apr 16, 2011",2011,4,"2100 W 107TH ST","sick  and injured raccoon in gangway - Front yard - raccoon - unknown",-87.674153,41.6991462
"Injured Animal","11-00873923","Apr 16, 2011",2011,4,"3600 S UNION AVE","sick raccoon in the gangway - Other - raccoon - sick",-87.6439017,41.8288065
"Injured Animal","11-00876074","Apr 16, 2011",2011,4,"2300 S HOMAN AVE","raccoon - was hit by a car - Back yard",-87.7103534,41.8497685
"Injured Animal","11-00876806","Apr 16, 2011",2011,4,"2400 N STOCKTON DR","by margate field house by play ground-pedestrian walk - going by underpass to lsd - Park - Other - raccoon - not sure, inside park play lot - appears to be attentive to children in playlot and socker field",-87.6360552,41.9256762
"Injured Animal","11-00894965","Apr 17, 2011",2011,4,"2100 W 107TH ST","Back yard - raccoon - not moving much, appears to be sick",-87.674153,41.6991462
"Injured Animal","11-00928495","Apr 18, 2011",2011,4,"10700 S LONGWOOD DR","Front yard - raccoon - acting sick wondering around",-87.6716362,41.6989917
"Injured Animal","11-00931518","Apr 18, 2011",2011,4,"300 W MONTROSE DR","raccoon east side by the bathrooms just south of foster or just south of the new scoccer field - Curb line - not sure it was having trouble walking  the caller said that are some kids trying to disturb it",-87.7384251,41.9608288
"Injured Animal","11-00948726","Apr 19, 2011",2011,4,"10900 S OAKLEY AVE","Back yard - raccoon - the animal fell out the tree and now having trouble walking - going in a circle",-87.6793591,41.6951212
"Injured Animal","11-00955792","Apr 19, 2011",2011,4,"10500 S SEELEY AVE","Sidewalk - RACCOON - LEG BROKEN---LOCATED BY THE TREE",-87.6729153,41.7028515
"Injured Animal","11-00958637","Apr 19, 2011",2011,4,"2000 W 105TH PL","Street - raccoon - - looks like it has rabies",-87.6710532,41.7019402
"Injured Animal","11-00958757","Apr 19, 2011",2011,4,"10500 S LONGWOOD DR","Street - RACCOON - THE ANIMAL SEEMS TO BE DAZED AND WALKING IN THE STREET AND MAKING HISSING NOISES AT THE CARS AND PEOPLE",-87.6717026,41.7027973
"Injured Animal","11-00959441","Apr 19, 2011",2011,4,"10500 S LONGWOOD DR","Street - raccoon - hit by car - injured and walking around in street - causing traffic problems",-87.6717026,41.7027973
"Injured Animal","11-00959708","Apr 19, 2011",2011,4,"10500 S LONGWOOD DR","Street - RACCOON - CALLER SAID THAT THE RACCOON IS TRYING TO STAND UP BUT KEEPS FALLING",-87.6717026,41.7027973
"Injured Animal","11-00989605","Apr 20, 2011",2011,4,"100 S DEARBORN ST","Street - raccoon - sitting in flower box, in front of bank. raccoon seems to be sick or disoriented. roaming area lost",-87.6293049,41.8805233
"Injured Animal","11-00989962","Apr 20, 2011",2011,4,"100 S DEARBORN ST","Other - raccoon - sw corner of chase plaza at monroe/dearborn lying on ledge - N/A",-87.6293049,41.8805233
"Injured Animal","11-00990104","Apr 20, 2011",2011,4,"0 S DEARBORN ST","Other - raccoon - sick lying on ledge near window of chase plaza bank - N/A",-87.6288094,41.8799899
"Injured Animal","11-00991678","Apr 20, 2011",2011,4,"100 S DEARBORN ST","Other (raccoon is perched on a wall /wall that boarders the square)looks like it is bleeding - raccoon - unknown",-87.6293049,41.8805233
"Injured Animal","11-01008531","Apr 21, 2011",2011,4,"2100 W 103RD ST","Back yard - raccoon - unknown",-87.674685,41.706761
"Injured Animal","11-01009645","Apr 21, 2011",2011,4,"700 W FOSTER DR","PARK DISTRICT - PARKING AREA  OF FOSTER - ON TOP OF RECYCLING CART  - Other - RACCOON - UNKNOWN",-87.649485,41.9770665
"Injured Animal","11-01009753","Apr 21, 2011",2011,4,"10800 S PROSPECT AVE","Other - ON SIDE OF HOUSE - 3 BABY RACCOONS THAT ARE LOOKING WEAK",-87.6631413,41.6975556
"Injured Animal","11-01016259","Apr 21, 2011",2011,4,"4100 S DREXEL BLVD","Home - RACCOON ON THE 3RD FLR. INJURED - NOT MOVING JUST HISSING AT THE DOG.",-87.6054088,41.8203436
"Injured Animal","11-01019906","Apr 21, 2011",2011,4,"6800 S LANGLEY AVE","RACCOON - NOT MOVING, SITTING ON A FENCE - Alley",-87.6085902,41.7711506
"Injured Animal","11-01047129","Apr 22, 2011",2011,4,"6500 S BELL AVE","Back yard - raccoon - sick. wont move. same spot",-87.6800524,41.7754858
"Injured Animal","11-01049013","Apr 22, 2011",2011,4,"4800 N CENTRAL PARK AVE","Alley in the alley on top of the dumpster - raccoon - baby raccoon has fallen from building and is laying in the alley in the corner",-87.7183802,41.9682356
"Injured Animal","11-01063452","Apr 23, 2011",2011,4,"6200 S LAKE SHORE DR","raccoon west side of lake shore drive near driving range - sick",-87.5753339,41.7817749
"Injured Animal","11-01092975","Apr 24, 2011",2011,4,"6800 S CLYDE AVE","Sidewalk - RACCOON - UNKOWN",-87.574337,41.771477
"Injured Animal","11-01122179","Apr 25, 2011",2011,4,"600 N KILBOURN AVE","Other / FRONT OF BLDG - RACCOON -  ON WINDOW SILL ABOUT 6 TO 8 FEET UP, NORTH SIDE OF DOOR ",-87.739118,41.8915794
"Injured Animal","11-01127539","Apr 25, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - raccoon -  sickly, laying in front of the house",-87.6347596,41.7689607
"Injured Animal","11-01134975","Apr 25, 2011",2011,4,"3000 S BONFIELD ST","raccoon - legs walking really slow - Street - legs/ walking really slow",-87.6545285,41.8403941
"Injured Animal","11-01137833","Apr 26, 2011",2011,4,"7000 S STEWART AVE","Back yard - raccoon - laying there",-87.6351605,41.7669981
"Injured Animal","11-01158350","Apr 26, 2011",2011,4,"6900 S CALUMET AVE","Back yard/on back porch - dog - blue nose pitbull - bit by raccoon, face completely swollen - can not see eyes",-87.6169757,41.7692996
"Injured Animal","11-01161760","Apr 26, 2011",2011,4,"7300 S PAXTON AVE","Other - RACCOON - CALLER SAID THAT THE RACCOON IS STUCK IN THE SIDE FENCE OF PROPERTY",-87.5716204,41.7624136
"Injured Animal","11-01175986","Apr 27, 2011",2011,4,"10900 S FAIRFIELD AVE"," Curb line - raccoon - attacked by  dog",-87.6902192,41.6952226
"Injured Animal","11-01177983","Apr 27, 2011",2011,4,"1100 W 32ND ST","Street - raccoon - blind walking into traffic  .",-87.6535203,41.8361259
"Injured Animal","11-01192305","Apr 27, 2011",2011,4,"3200 S MAY ST","Street - raccoon - hit by car",-87.6548962,41.836009
"Injured Animal","11-01207029","Apr 28, 2011",2011,4,"1000 W HOLLYWOOD AVE","Street - raccoon - hit by car",-87.655268,41.9855424
"Injured Animal","11-01247290","Apr 29, 2011",2011,4,"5700 S NORDICA AVE","Front yard under some bushes - raccoon - tongue is split and hangin out",-87.7978698,41.788284
"Injured Animal","11-01249394","Apr 29, 2011",2011,4,"9800 S DAMEN AVE","Parkway - raccoon and new borns",-87.6722035,41.7155964
"Injured Animal","11-01249517","Apr 29, 2011",2011,4,"6500 N TROY ST","Back yard - RACCOON OR SOME OTHER ANIMAL - VERY SMALL ANIMAL BABY LOOKS SICK",-87.7085828,41.9993398
"Injured Animal","11-01272262","Apr 30, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - RACCOON - ANIMAL ALIVE BUT NOT MOVING - ABLE TO LIFT HIS HEAD UP",-87.6347596,41.7689607
"Injured Animal","11-01272311","Apr 30, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - RACCOON - UNKNOWN",-87.6347596,41.7689607
"Injured Animal","11-01272470","Apr 30, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - A RACCOON ON THE SIDEWALK NOT SURE OF WHAT IS WRONG WITH IT. THEY THREW A BRICK AT TO SEE IF IT WOULD MOVIE BUT IT DIDN'T .",-87.6347596,41.7689607
"Injured Animal","11-01272961","Apr 30, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - RACCOON - UNKOWN",-87.6347596,41.7689607
"Injured Animal","11-01272980","Apr 30, 2011",2011,4,"6900 S STEWART AVE","Sidewalk - raccoon - bleeding",-87.6347596,41.7689607
"Injured Animal","11-01280050","Apr 30, 2011",2011,4,"1000 W 31ST PL","Front yard - raccoon - sick..under front porch",-87.6700393,41.836848
"Injured Animal","11-01282203","Apr 30, 2011",2011,4,"9800 S DAMEN AVE","Sidewalk - baby raccoon - injured - not moving around much and very young",-87.6722035,41.7155964
"Injured Animal","11-01282508","Apr 30, 2011",2011,4,"9800 S DAMEN AVE","Parkway - RACCOON -BABY / SHAKING - RACCOON/ BABY",-87.6722035,41.7155964
"Injured Animal","11-01282572","Apr 30, 2011",2011,4,"9800 S DAMEN AVE","Parkway - RACCOON -BABY / SHAKING - RACCOON/ BABY",-87.6722035,41.7155964
"Injured Animal","11-01369750","May 03, 2011",2011,5,"4600 W DICKENS AVE","Curb line - BABY RACCOON - UNKOWN",-87.7417036,41.9188071
"Injured Animal","11-01400617","May 04, 2011",2011,5,"5900 W MIDWAY PARK ","Home - 2 baby raccoons",-87.7720671,41.8890251
"Injured Animal","11-01404428","May 04, 2011",2011,5,"5300 N LYNCH AVE","raccoon - hind legs - Back yard",-87.7663972,41.9774535
"Injured Animal","11-01407064","May 04, 2011",2011,5,"3900 N SAWYER AVE","Back yard - RACCOON - BLEEDING AND SEEMS TO HAVE BEEN IN A FIGHT - CALL WHEN SOMEONE IS COMING OUT",-87.7095451,41.9522595
"Injured Animal","11-01442949","May 05, 2011",2011,5,"1200 S LAWNDALE AVE","Front yard - raccoon - dying by church",-87.7178299,41.8662534
"Injured Animal","11-01443577","May 05, 2011",2011,5,"1200 S LAWNDALE AVE","Sidewalk - RACCOON - ANIMAL SEEMS TO BE SICK AND IT IS DIGGING IN THE SAME SPOT FOR HOURS NOW, BY THE CHURCH AND APARTMENT BUILDING ",-87.7178299,41.8662534
"Injured Animal","11-01480432","May 07, 2011",2011,5,"1200 W MONTANA ST","Sidewalk - raccoon - laying on the ground",-87.658492,41.9262531
"Injured Animal","11-01491443","May 07, 2011",2011,5,"2200 W 108TH PL","Other / inside crescent park playlot - raccoon - appears to be sick",-87.6764944,41.6966896
"Injured Animal","11-01492282","May 07, 2011",2011,5,"6800 S CONSTANCE AVE","Parkway - ALIVE BUT NOT MOVING. - RACCOON ALIVE BUT NOT MOVING.",-87.5804025,41.7714364
"Injured Animal","11-01497199","May 07, 2011",2011,5,"4900 N SPRINGFIELD AVE","Alley - RACCOON - LOOKS SICK AND MAY BE DYING",-87.7258725,41.9703033
"Injured Animal","11-01504343","May 07, 2011",2011,5,"6800 S CONSTANCE AVE","Front yard - raccoon - looks sick",-87.5804025,41.7714364
"Injured Animal","11-01504379","May 07, 2011",2011,5,"6800 S CONSTANCE AVE","Sidewalk - raccoon - animal is in the driveway and it looks sick and moving very slow - the animal is large",-87.5804025,41.7714364
"Injured Animal","11-01505795","May 07, 2011",2011,5,"6800 S CRANDON AVE","Sidewalk - raccoon - laying on the sidewalk sick",-87.570372,41.771313
"Injured Animal","11-01525281","May 08, 2011",2011,5,"0 W WASHINGTON ST","Other - RACCOON - UNKOWN- IN THE DALEY PLAZA- WASHINGTON AND DEARBORN",-87.634755,41.883629
"Injured Animal","11-01536781","May 08, 2011",2011,5,"5800 N MASON AVE","Back yard - raccoon - something wrong with its eye",-87.77668,41.986566
"Injured Animal","11-01553442","May 09, 2011",2011,5,"6700 S CREGIER AVE","Curb line - RACCOON - UNKOWN",-87.5814121,41.7733938
"Injured Animal","11-01560269","May 09, 2011",2011,5,"6900 S UNION AVE","Other - Alley - raccoon - appears sickly, going between the garages at - CALLER WOULD LIKE A FOLLOW-UP CALL.",-87.6420588,41.7688503
"Injured Animal","11-01560288","May 09, 2011",2011,5,"6900 S UNION AVE","Other - Alley - raccoon - appears sickly, going between the garages at  - CALLER WOULD LIKE A FOLLOW-UP CALL.",-87.6420588,41.7688503
"Injured Animal","11-01560416","May 09, 2011",2011,5,"6300 S SACRAMENTO AVE","Back yard - raccoon - big piece of metal stuck in feet",-87.6982639,41.7790555
"Injured Animal","11-01560809","May 09, 2011",2011,5,"6800 S CONSTANCE AVE","Sidewalk - RACCOON - UNKOWN",-87.5804025,41.7714364
"Injured Animal","11-01561635","May 09, 2011",2011,5,"6700 S CREGIER AVE","Parkway - RACCOON - UNKNOWN",-87.5814121,41.7733938
"Injured Animal","11-01565588","May 09, 2011",2011,5,"6700 S CREGIER AVE","Street - raccoon - hit by car",-87.5814121,41.7733938
"Injured Animal","11-01566764","May 09, 2011",2011,5,"1700 E 67TH ST","raccoon - can't walk - Curb line on the 67th st side of the property",-87.5838456,41.7733617
"Injured Animal","11-01566774","May 09, 2011",2011,5,"6800 S CONSTANCE AVE","Back yard (on constance) - raccoon - broken leg",-87.5804025,41.7714364
"Injured Animal","11-01569904","May 09, 2011",2011,5,"1700 E 67TH ST","on side of address on cregier at curb -- Street - raccoon - hit by cat - broken front and back leg / raccoon trying to walk and keeps falling",-87.5838456,41.7733617
"Injured Animal","11-01570400","May 09, 2011",2011,5,"6700 S CREGIER AVE","raccoon - Curb line - laying against",-87.5814121,41.7733938
"Injured Animal","11-01570401","May 09, 2011",2011,5,"6700 S CREGIER AVE","Sidewalk - raccoon - sick",-87.5814121,41.7733938
"Injured Animal","11-01570404","May 09, 2011",2011,5,"6700 S CREGIER AVE","Curb line - raccoon - laying against",-87.5814121,41.7733938
"Injured Animal","11-01570549","May 09, 2011",2011,5,"1800 E 67TH ST","Street - raccoon - lying in a hole near curb/curb is broken and raccoon is stuck in the hole",-87.5813997,41.7733939
"Injured Animal","11-01572604","May 09, 2011",2011,5,"6700 S CREGIER AVE","Street/by curb- raccoon - sickly-maybe hit by auto -[caller will be waiting at location as long as she can- unitl ACC drivers arrive]",-87.5814121,41.7733938
"Injured Animal","11-01575071","May 09, 2011",2011,5,"3300 W 13TH ST","Street - raccoon - broken leg - Sidewalk",-87.7080545,41.8645382
"Injured Animal","11-01584729","May 10, 2011",2011,5,"6700 S CREGIER AVE","Street - raccoon - doesnt move for past  2 days - N",-87.5814121,41.7733938
"Injured Animal","11-01584802","May 10, 2011",2011,5,"6700 S CREGIER AVE","Street - raccoon - sitting on the side of the street not moving much and wounded",-87.5814121,41.7733938
"Injured Animal","11-01588297","May 10, 2011",2011,5,"3300 W 13TH ST","Back yard - raccoon - fell off of roof now laying there suffering",-87.7080545,41.8645382
"Injured Animal","11-01588554","May 10, 2011",2011,5,"3100 W 40TH PL","raccoon - bleeding",-87.701946,41.8199346
"Injured Animal","11-01601781","May 10, 2011",2011,5,"3000 S ALBANY AVE","CORRECT ADDRESS IS - RACCOON - NOT ABLE TO WALK -EAR IS BLEEDING",-87.7027608,41.8389583
"Injured Animal","11-01602319","May 10, 2011",2011,5,"1600 W 99TH ST","Street - raccoon - unknown / walking around / disoriented/ a t and t building",-87.6633288,41.7139577
"Injured Animal","11-01606042","May 10, 2011",2011,5,"4900 N MILWAUKEE AVE","baby raccoon - baby raccoon on stairway at metra station jefferson stop as you get off train to  go to parking lot all balled up by steps.",-87.7626875,41.9696987
"Injured Animal","11-01607625","May 10, 2011",2011,5,"4900 N MILWAUKEE AVE","Other - baby raccoon - unknown - lying on metra stairs leading to pkg lot - N/A",-87.7626875,41.9696987
"Injured Animal","11-01625059","May 11, 2011",2011,5,"6700 S SOUTH SHORE DR","Other -  baby raccoon - rear of bldg, crying and trying to get inside of bldg -  pls let condo association know if animal control will pickup baby raccoon.",-87.5671044,41.7732782
"Injured Animal","11-01638711","May 11, 2011",2011,5,"6800 N ASHLAND BLVD","Back yard - raccoon - is not really moving looks sick..on the steps between 2nd and 3rd level",-87.6702102,42.005639
"Injured Animal","11-01654376","May 12, 2011",2011,5,"3100 W COLUMBUS AVE","Other / BACK OF BLDG. ON DRIVEWAY - RACCOON - RACCOON GOT STUCK IN A FAN ON THE ROOF. CALLER TOOK RACCOON OFF ROOF AND IT IS BLEEDING",-87.7002296,41.7517235
"Injured Animal","11-01659055","May 12, 2011",2011,5,"6900 S CREGIER AVE","Back yard - RACCOON - LEG",-87.581755,41.769584
"Injured Animal","11-01663699","May 12, 2011",2011,5,"4800 W CULLOM AVE","Street - baby raccoon - can't move",-87.7475358,41.9588929
"Injured Animal","11-01672146","May 12, 2011",2011,5,"5600 N LINCOLN AVE","Sidewalk - raccoon - newborn fallen",-87.6959184,41.9833102
"Injured Animal","11-01695734","May 13, 2011",2011,5,"7000 S BENNETT AVE","Street - raccoon - hit by car",-87.5791866,41.7677787
"Injured Animal","11-01696154","May 13, 2011",2011,5,"7000 S BENNETT AVE","Street - raccoon - injured leg - only able to walk a few feet - caller states that the animal was on her backyard and he is now roaming the stteeeet",-87.5791866,41.7677787
