Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Vicious Animal,12-01475157,"Aug 17, 2012",2012,8,3200 S OAKLEY AVE,"raccoon - on roof - Other // caller stated it looked angry, like its going to attack him."
Vicious Animal,12-01514620,"Aug 25, 2012",2012,8,3900 W 57TH ST," Other - RACCOON, HUGE - GARAGE ACTING AGGRESSIVE HYDRATED HIS TONGUE IS STICKING OUT"
Vicious Animal,12-01514832,"Aug 25, 2012",2012,8,7700 W BERWYN AVE,Attacking - raccoons - attacked cllrs cat - raccoons will not leave from under porch
Vicious Animal,12-01546280,"Aug 30, 2012",2012,8,5900 S ELIZABETH ST,Attacking - CAT - FRONT PORCH - HAS BEEN ATTACKED BY RACCOON - NOW CAT WILL NOT LEAVE TRIES TO ATTACK ANYONE THAT ENTERS /LEAVES - SCRATCHED UP CLLR GIRLFRIEND LEG
Vicious Animal,12-01570730,"Sep 05, 2012",2012,9,3100 W FILLMORE ST,Attacking - 3 BIG RACCOONS - KILLING CATS IN AREA
Vicious Animal,12-01621750,"Sep 15, 2012",2012,9,9000 S HOUSTON AVE,Growling - raccoon - will not leave cllrs backyard tried to attack /hissing/growling at cllrs child
Vicious Animal,12-01630142,"Sep 17, 2012",2012,9,1400 W FRY ST,"Other - raccoon - court yard, 3rd floor balcony, climbing up and down"
Vicious Animal,12-01636935,"Sep 18, 2012",2012,9,800 W LAKESIDE PL,CONDO BLDG. - Growling - LARGE RACCOON - BACKYARD IN A TREE  RACCOON SITTING IN TREE
Vicious Animal,12-01686586,"Sep 28, 2012",2012,9,1700 W HURON ST,"Other - RACCOON - RACCOON ON THE PORCH, CALLER STATES ITS AGGRESSIVE, RING THE DOORBELL."
Vicious Animal,12-01693539,"Oct 01, 2012",2012,10,5500 W CONGRESS PKWY,have raccoon inside her furnace have the furnace block now the raccoon  inside the furnace
Vicious Animal,12-01696581,"Oct 02, 2012",2012,10,9300 S MARQUETTE AVE,Growling - raccoon - raccoon fell thru bathru ceiling in tub owner closed the door . please assist
Vicious Animal,12-01752388,"Oct 15, 2012",2012,10,9300 S LONGWOOD DR,"Other - RACCOON - INSIDE THE GARBAGE CART-- THE GARBAGE CAN IS ON THE DECK OF THE REAR PORCH,  PLS CALL AHEAD OR WALK RIGHT IN."
Vicious Animal,12-01880010,"Nov 11, 2012",2012,11,6400 S STEWART AVE,Other / VICIOUS RACCOON HAS KILLED DOGS AND CATS IN THE AREA - RACCOON - REAR OF THE VACANT LOT BY THE TREES
Vicious Animal,12-01935037,"Nov 27, 2012",2012,11,7200 S CAMPBELL AVE,Lunging - raccoon foaming at the mouth - alley
Vicious Animal,12-01952158,"Dec 01, 2012",2012,12,9200 S HAMILTON AVE,Growling - raccoon vicious - by a school
Vicious Animal,13-00094208,"Jan 24, 2013",2013,1,1200 W 74TH ST,RACCOON CAME THROUGH WINDOW AND JUMPED ON CALLER'S DAUGHTER - Attacking
Vicious Animal,13-00146422,"Feb 07, 2013",2013,2,11400 S CALUMET AVE,collen per our conversation - animal makes home inside her cart mornings. - Lunging - raccoon - inside cart alley
Vicious Animal,13-00253845,"Mar 07, 2013",2013,3,2100 N MOODY AVE,Attacking - RACCOON - ON THE CALLERS WHEELCHAIR RAMP - ATTACKED THE CALLERS DOG - CALLER HAS TO GO TO DIALYSIS
Vicious Animal,13-00265697,"Mar 10, 2013",2013,3,9100 S LA SALLE ST,hissing possibly sick (out during day) - Growling - raccoon - on sidewalk at corner will not move not afraid of people---per our conversation.
Vicious Animal,13-00329698,"Mar 24, 2013",2013,3,3600 W LEXINGTON ST,"Attacking - RACCOON - IN BACK YARD,"
Vicious Animal,13-00381321,"Apr 04, 2013",2013,4,1400 E 67TH PL,Growling - raccoon - hissing at residents trying to enter and leave property - frontyard - going up and down the tree
Vicious Animal,13-00389502,"Apr 06, 2013",2013,4,4000 N CALIFORNIA AVE,INSIDE HORNER PARK - Other - RABID RACCOON - INSIDE BASEBALL FIELD
Vicious Animal,13-00389524,"Apr 06, 2013",2013,4,4000 N CALIFORNIA AVE,"Foaming Mouth AND RUNNING RABBIT - RACCOON - BASEBALL FIELD OF THE PARK, ON THE NORTHWEST SIDE.."
Vicious Animal,13-00398539,"Apr 08, 2013",2013,4,4900 S PRAIRIE AVE,Foaming Mouth - raccoon - street
Vicious Animal,13-00493156,"Apr 26, 2013",2013,4,1800 N MONITOR AVE,Foaming Mouth - raccoon - in alley foaming at the mouth
Vicious Animal,13-00507892,"Apr 30, 2013",2013,4,7300 S EMERALD AVE,Foaming Mouth - raccoon - roaming the backyard and seen inside the garage of vacant property
Vicious Animal,13-00513860,"Apr 30, 2013",2013,4,5700 S CALUMET AVE,Other - 2 LARGE RACCOONS - CLLR AND CHILD CANT GO IN HOME BLOCKING CLLR ACCESS TO HOME SITTING DIRECTLY IN FRONT OF THE DOOR - SITTING IN REAR OF BLDG IN CAR
Vicious Animal,13-00529908,"May 03, 2013",2013,5,5100 S MAJOR AVE,RACCOON IN GARAGE - Growling
Vicious Animal,13-00686677,"Jun 03, 2013",2013,6,10500 S HALE AVE,RACCOON BIT A WOMAN IN APT - Biting
Vicious Animal,13-00701467,"Jun 05, 2013",2013,6,11000 S HALSTED ST,"Other - 2 raccoons trapped in the garbage can, at the Montessori day care center.   They will not come out of the garbage can, caller has placed a brick on top. - day care center, address above."
Vicious Animal,13-00721272,"Jun 09, 2013",2013,6,10800 S BURLEY AVE,Other - RACCOON - THERE IS A VICIOUS ANIMAL(RACOON)HAS TRIED TO ATTACK CALLERS KIDS-ANIMAL IS THERE NOW-CPD DID GO OUT AS WELL PER CALLER BUT WERE UNABLE TO ATTAIN
Vicious Animal,13-00746396,"Jun 12, 2013",2013,6,1700 W GLENLAKE AVE,GLENLAKE AND HERMITAGE AREA. - Attacking - RACCOON - STREETS - CALLER STATES THE RACCOON ATTACK HER NEIGHBORS LEG LAST NIGHT. TONIGHT IT ATTACK SOMEONES DOG.
Vicious Animal,13-00781913,"Jun 19, 2013",2013,6,10500 S CALUMET AVE,Growling - raccoon sleeping on front fence - front fence
Vicious Animal,13-00839727,"Jun 27, 2013",2013,6,1800 N CENTRAL PARK AVE,Growling - RACCOON - REAR YARD-- CONFINED IN A CAGE
Vicious Animal,13-00847321,"Jun 28, 2013",2013,6,6300 W HUNTINGTON ST,Other raccoon ate a cat
Vicious Animal,13-00859974,"Jul 01, 2013",2013,7,7600 S LAFAYETTE AVE,Lunging - cat has rabies now bit by raccoon - home
Vicious Animal,13-00882038,"Jul 04, 2013",2013,7,4500 S GREENWOOD AVE,Attacking - 10-15 large raccoons chased kids and others into cllrs home came from enclosed back porch of vacant /abandon property next door - came into cllrs backyard - 
Vicious Animal,13-00972799,"Jul 18, 2013",2013,7,10100 S MALTA ST,Lunging - RACCOON INSIDE GARBAGE CART - INSIDE GARBAGE CART IN BACK YARD
Vicious Animal,13-01002486,"Jul 22, 2013",2013,7,6700 S WESTERN AVE,"Other - german shephard, white and brown, medium - street - the dog killed a raccoon."
Vicious Animal,13-01020472,"Jul 25, 2013",2013,7,5400 N LIEB AVE,Other - RACCOON - TRAPPED INSIDE BLACK GARBAGE CART
Vicious Animal,13-01043933,"Jul 29, 2013",2013,7,2600 W COYLE AVE,RACCOONS ARE TEARING UP THE BACKPORCH - Other
Vicious Animal,13-01068831,"Aug 01, 2013",2013,8,10800 S DR MARTIN LUTHER KING JR DR,"Other - several baby raccoons trapped inside WM metal dumpster - in the alley, in dumpster"
Vicious Animal,13-01112138,"Aug 08, 2013",2013,8,1500 W 105TH ST,Lunging - raccoon inside the garbage cart - inside garbage cart in rear
Vicious Animal,13-01117423,"Aug 08, 2013",2013,8,8200 S CAMPBELL AVE,Attacking - 4 raccoons - screenhouse / shed/ caller states her son 42 yrs old was trying to throw garbage out and raccoons living in their screen house attacked him. waiting for ambulance. victim has lupus / heart problem / etc.
Vicious Animal,13-01152652,"Aug 14, 2013",2013,8,9500 S LONGWOOD DR,RACCOON - IN GARBAGE CART
Vicious Animal,13-01165946,"Aug 16, 2013",2013,8,1000 N ASHLAND AVE,Other - RACCOON - ALLEY
Vicious Animal,13-01192240,"Aug 20, 2013",2013,8,9400 S BELL AVE,Growling - RACCOON - HISSING AT CHILDREN AND OTHERS - ON TOP OF SNR CTZN GATE NOW
Vicious Animal,13-01216518,"Aug 24, 2013",2013,8,8800 S COTTAGE GROVE AVE,Attacking - RACCOON - FRONT BUSHES..GRABBED CHILD BY THE SHIRT IS HIDING IN THE BUSHES
Vicious Animal,13-01243928,"Aug 28, 2013",2013,8,3600 W WAVELAND AVE,Attacking - raccoon - scratching at the back door frantically and it chased them into the house
Vicious Animal,13-01259940,"Aug 31, 2013",2013,8,400 W HARRISON ST,Other - raccoon - inside the post office office building -
Vicious Animal,13-01263656,"Aug 31, 2013",2013,8,4700 S KENNETH AVE,Attacking - raccoon - in the front of the address
Vicious Animal,13-01265167,"Sep 01, 2013",2013,9,9600 S VAN VLISSINGEN RD,Other - raccoon inside the garbage can.... - alley
Vicious Animal,13-01343097,"Sep 12, 2013",2013,9,11900 S HARVARD AVE,Attacking - raccoons - in back yard
Vicious Animal,13-01355556,"Sep 15, 2013",2013,9,2300 E 97TH ST,Other - raccoon - clawing and gnawing at cllrs window - 
Vicious Animal,13-01383235,"Sep 19, 2013",2013,9,1800 N HALSTED ST,Lunging - raccoon - deck
Vicious Animal,13-01390048,"Sep 19, 2013",2013,9,10300 S ST LOUIS AVE,"Growling - nest of raccoons living under deck behind cllrs yard. 1 raccoon chased cllrs son, and dont know if same raccoon but a neighbors cat was attacked/bit by a raccoon in same area"
Vicious Animal,13-01390859,"Sep 19, 2013",2013,9,4900 N MAGNOLIA AVE,"Alley - raccoon - hissing, behind 4920. - see description possibly hurt."
Vicious Animal,13-01403311,"Sep 22, 2013",2013,9,3600 W 79TH ST,Attacking - LARGE BLACK & WHITE GERMAN SHEPARD WHICH HAS CHASED A RACCOON ONTO HIS FRONT PORCH AND HE CAN'T GET INTO HIS HOUSE DOG IS GOING AFTER HIM AND RACCOON   - ON FRONT PORCH OF HOME
Vicious Animal,13-01441644,"Sep 27, 2013",2013,9,2700 W WILCOX ST,Other - raccoon -- on back porch - back porch
Vicious Animal,13-01445064,"Sep 29, 2013",2013,9,13300 S AVENUE L ,Foaming Mouth - raccoon - sitting in front of the address
Vicious Animal,13-01504850,"Oct 08, 2013",2013,10,9100 S LEAVITT ST,Growling - big raccoon - blocking cllrs back door hissing very aggressive - 
Vicious Animal,13-01599264,"Oct 24, 2013",2013,10,1100 W ADDISON ST,Attacking - raccoon - top condo unit 3 on back porch back deck - 
Vicious Animal,13-01659552,"Nov 05, 2013",2013,11,6600 N NEWGARD AVE,Attacking - raccoon - the raccoon in the backyard is attacking caller and his dogs in the backyard.
Vicious Animal,13-01682823,"Nov 08, 2013",2013,11,600 S LOOMIS ST,Attacking - RACCOON - AT PATIO IN THE REAR
Vicious Animal,13-01705162,"Nov 13, 2013",2013,11,3800 S MICHIGAN AVE,Raccoon - Family Room - in the foyer of the building - Attacking - large raccoon - In the main entrance of the public building
Vicious Animal,13-01768986,"Nov 25, 2013",2013,11,10700 S LONGWOOD DR,"Foaming Mouth - raccoon - laying in parkway, twitching, distemper"
Vicious Animal,13-01781574,"Nov 27, 2013",2013,11,200 N CENTRAL AVE,Growling - 2 raccoons - lunging at each other & fighting - on side of property in yard next to blue carts
Vicious Animal,13-01795657,"Dec 02, 2013",2013,12,13000 S AVENUE O ,Foaming Mouth - raccoon - backyard
Vicious Animal,13-01849527,"Dec 13, 2013",2013,12,4200 W ARMITAGE AVE,"Attacking - raccoon huge, brown, saliva is coming out of raccoons mouth, when people walk by the raccoon comes down - tree, parkway"
Wildlife Assistance,11-03543355,"Aug 05, 2011",2011,8,8000 S PAULINA ST,Raccoon - Bedroom
Wildlife Assistance,11-03543821,"Aug 06, 2011",2011,8,800 N CENTRAL AVE,Raccoon - INSIDE GARBAGE CART
Wildlife Assistance,11-03545162,"Aug 06, 2011",2011,8,5300 N MONT CLARE AVE,Raccoon - Attached Garage
Wildlife Assistance,11-03545884,"Aug 07, 2011",2011,8,8000 S SAGINAW AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03545935,"Aug 07, 2011",2011,8,8000 S SAGINAW AVE,Raccoon - Attic - Living Space Only - now inside enclosed back porch
Wildlife Assistance,11-03546114,"Aug 07, 2011",2011,8,3400 W CARROLL AVE,Raccoon - Bedroom
Wildlife Assistance,11-03549988,"Aug 08, 2011",2011,8,9000 S CARPENTER ST,not sure where the raccoons are inside the house
Wildlife Assistance,11-03561446,"Aug 09, 2011",2011,8,7000 S MAPLEWOOD AVE,Raccoon - Basement
Wildlife Assistance,11-03571480,"Aug 10, 2011",2011,8,9200 S WESTERN AVE,raccoon in car dealership - Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03575058,"Aug 11, 2011",2011,8,9500 S WINSTON AVE,Attached Garage - Raccoon
Wildlife Assistance,11-03575281,"Aug 11, 2011",2011,8,9200 S WESTERN AVE,Raccoon - AT CAR DEALERSHIP
Wildlife Assistance,11-03583180,"Aug 12, 2011",2011,8,7000 S MAPLEWOOD AVE,AC WENT OUT AND SET UP A TRAP ON WEDNESDAY AUG 10-FOOD WAS PUT IN DR-WELL APPRAENTLY WILD LIFE TOOK FOOD AND TRAP DR DID NOT GO DOWN-SO 311 SUPERVISOR SPOKE WITH AC SUPERVISOR AND WAS TOLD SOMEONE WOULD BE SENT OUT TO CHECK THE TRAP - Raccoon - Basement
Wildlife Assistance,11-03586513,"Aug 12, 2011",2011,8,7600 S PRAIRIE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03587688,"Aug 12, 2011",2011,8,7600 S SEELEY AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03596474,"Aug 15, 2011",2011,8,8000 S FAIRFIELD AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03607066,"Aug 16, 2011",2011,8,8500 S WABASH AVE,Raccoon - Basement / basement not seperated from rest of house - raccoon may be upstairs now
Wildlife Assistance,11-03607104,"Aug 16, 2011",2011,8,8500 S WABASH AVE,Raccoon - Basement
Wildlife Assistance,11-03611486,"Aug 17, 2011",2011,8,10000 S WALLACE ST,Attached Garage - Raccoon
Wildlife Assistance,11-03623639,"Aug 18, 2011",2011,8,11600 S NORMAL AVE,Raccoon - Basement
Wildlife Assistance,11-03624650,"Aug 19, 2011",2011,8,5100 W VAN BUREN ST,Raccoon - Attached Garage
Wildlife Assistance,11-03630272,"Aug 19, 2011",2011,8,6400 S LAVERGNE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03631675,"Aug 20, 2011",2011,8,2600 N MONT CLARE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03631922,"Aug 20, 2011",2011,8,5000 W OHIO ST,Raccoon - Bathroom behind the bath tub
Wildlife Assistance,11-03641019,"Aug 22, 2011",2011,8,6400 S LAVERGNE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03647575,"Aug 23, 2011",2011,8,100 W 123RD ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03668190,"Aug 25, 2011",2011,8,7300 S MOZART ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03668454,"Aug 25, 2011",2011,8,5000 N SPRINGFIELD AVE,Raccoon - Garbage Can - a large green garbage can
Wildlife Assistance,11-03675487,"Aug 26, 2011",2011,8,2400 E 93RD ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03681644,"Aug 29, 2011",2011,8,9200 S WESTERN AVE,Raccoon - in car dealership
Wildlife Assistance,11-03682454,"Aug 29, 2011",2011,8,2100 W GLADYS AVE,"Other - 1st Floor - Other - Raccoons huge size - Home - Everydday, all day"
Wildlife Assistance,11-03687410,"Aug 29, 2011",2011,8,8000 S WHIPPLE ST,Attic - Living Space Only - Raccoon - wtg since 07/13/2011 sr#11-03363095
Wildlife Assistance,11-03688056,"Aug 30, 2011",2011,8,3500 N KILBOURN AVE,Raccoon - Family Room/   PARK DISTRICT/   KILBOURN PARK  ANIMAL IS IN THE GREENHOUSE
Wildlife Assistance,11-03700320,"Aug 31, 2011",2011,8,8000 S PRINCETON AVE,Attic - Living Space Only - Raccoon
Wildlife Assistance,11-03717966,"Sep 02, 2011",2011,9,8300 S WINCHESTER AVE,Raccoon - Living Room
Wildlife Assistance,11-03718948,"Sep 03, 2011",2011,9,8300 S WINCHESTER AVE,Raccoon - Attic - Living Space Only-SENIOR IS WHEELCHAIR BOUND
Wildlife Assistance,11-03719812,"Sep 04, 2011",2011,9,3600 N SPRINGFIELD AVE,Raccoon - Bedroom
Wildlife Assistance,11-03720285,"Sep 04, 2011",2011,9,12400 S EGGLESTON AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03720613,"Sep 04, 2011",2011,9,8600 S MUSKEGON AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03722394,"Sep 05, 2011",2011,9,7300 S HARVARD AVE,"Raccoon - Attached Garage / raccoon caught between screen door and back door at address 
"
Wildlife Assistance,11-03741959,"Sep 07, 2011",2011,9,8300 S WINCHESTER AVE,Raccoon - Kitchen - CALLER IS IN A WHEEL CHAIR - RACCOON IS WALKING AROUND
Wildlife Assistance,11-03744577,"Sep 07, 2011",2011,9,7700 S CHAMPLAIN AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03745559,"Sep 07, 2011",2011,9,3200 S PRAIRIE AVE,Raccoon - Living Room
Wildlife Assistance,11-03753517,"Sep 08, 2011",2011,9,8000 S EMERALD AVE,Raccoon - Kitchen
Wildlife Assistance,11-03755071,"Sep 09, 2011",2011,9,5300 S BISHOP ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03757434,"Sep 09, 2011",2011,9,2800 W BALMORAL AVE,Raccoon - Living Room
Wildlife Assistance,11-03760528,"Sep 09, 2011",2011,9,4300 S MOZART ST,Raccoon - Living Room
Wildlife Assistance,11-03761325,"Sep 10, 2011",2011,9,8200 S PERRY AVE,Raccoon - Basement
Wildlife Assistance,11-03763429,"Sep 11, 2011",2011,9,5900 N KOLMAR AVE,Raccoon - Basement
Wildlife Assistance,11-03769931,"Sep 12, 2011",2011,9,8200 S PERRY AVE,Raccoon - Basement
Wildlife Assistance,11-03772114,"Sep 13, 2011",2011,9,8800 S PAULINA ST,Raccoon - Living Room
Wildlife Assistance,11-03773724,"Sep 13, 2011",2011,9,800 N KARLOV AVE,Raccoon - Attached Garage
Wildlife Assistance,11-03787630,"Sep 14, 2011",2011,9,8600 S HERMITAGE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03794512,"Sep 15, 2011",2011,9,300 S SEELEY AVE,apt. b - Raccoon and opossum - Bedroom...animals only coming out at night.
Wildlife Assistance,11-03795031,"Sep 15, 2011",2011,9,1100 N MONITOR AVE,Raccoon - Attached Garage - on enclosed back porch
Wildlife Assistance,11-03801408,"Sep 16, 2011",2011,9,300 S SEELEY AVE,Raccoon - Bedroom - Opossum
Wildlife Assistance,11-03801645,"Sep 16, 2011",2011,9,800 E 46TH ST,Raccoon - Bedroom
Wildlife Assistance,11-03803097,"Sep 17, 2011",2011,9,2200 N SAWYER AVE,"Raccoon - Basement / in basement/laundry area of 2 flat
"
Wildlife Assistance,11-03803236,"Sep 18, 2011",2011,9,10200 S YALE AVE,Raccoon - Bedroom
Wildlife Assistance,11-03811852,"Sep 19, 2011",2011,9,9500 S CONSTANCE AVE,Raccoon - Bedroom - pls call prior will be at another relative home animal is running through house
Wildlife Assistance,11-03812236,"Sep 19, 2011",2011,9,4900 N KIMBALL AVE,Raccoon - Bathroom - CALLER THINKS THIS IS A BABY RACCOON AND IT IS TRAPPED IN THE BATHROOM
Wildlife Assistance,11-03815037,"Sep 20, 2011",2011,9,2400 N CICERO AVE,Raccoon-ANIMAL IS INSIDE A TRAILER WHICH IS A BUSINESS PER CALLER-PLACE OF BUSINESS OPEN FROM 9:30AM UNTIL 7PM-BARNES AUTO
Wildlife Assistance,11-03815401,"Sep 20, 2011",2011,9,10500 S UNION AVE,Squirrel -and Raccoon - Attic - Living Space Only and - Living Room
Wildlife Assistance,11-03816552,"Sep 20, 2011",2011,9,9500 S CONSTANCE AVE,CALLER HAS ANIMAL CONFINED IN FURNACE ROOM PLS CONTACT ASAP AND LET CALLER KNOW WHEN SOME WILL BE OUT - PLS CALL PRIOR TO COMING OUT BECAUSE CALLER HAS BEEN STAYING AT A RELATIVES HOUSE - Raccoon - Basement
Wildlife Assistance,11-03819360,"Sep 20, 2011",2011,9,3100 W 84TH PL,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03827306,"Sep 21, 2011",2011,9,8500 S ROCKWELL ST,Raccoon - Attic - Living Space Only...CALL BEFORE COMING 
Wildlife Assistance,11-03830093,"Sep 22, 2011",2011,9,1700 W 90TH PL,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03841891,"Sep 24, 2011",2011,9,8500 S BLACKSTONE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03842763,"Sep 24, 2011",2011,9,6700 S MAPLEWOOD AVE,Raccoon - Attic - Living Space Only(not sure)
Wildlife Assistance,11-03842765,"Sep 24, 2011",2011,9,6700 S MAPLEWOOD AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03842990,"Sep 25, 2011",2011,9,6000 N HERMITAGE AVE,Raccoon - Bathroom
Wildlife Assistance,11-03843228,"Sep 25, 2011",2011,9,7100 S ARTESIAN AVE,Raccoon - Bedroom
Wildlife Assistance,11-03843795,"Sep 25, 2011",2011,9,300 S SEELEY AVE,PREV. SR 11-03794512 - Raccoon - Bedroom // AND OPPOSSUM IN BEDROOM.
Wildlife Assistance,11-03847467,"Sep 26, 2011",2011,9,9200 S EUCLID AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03857945,"Sep 27, 2011",2011,9,9100 S PHILLIPS AVE,Raccoon - Attached Garage
Wildlife Assistance,11-03858238,"Sep 27, 2011",2011,9,2400 N CICERO AVE,BARNES AUTO GROUP-PLACE OF BUSINESS-RACCOON IS INSIDE A TRAILER-2ND REQUEST - Raccoon
Wildlife Assistance,11-03860262,"Sep 27, 2011",2011,9,2700 E 128TH ST,Raccoon - Attached Garage
Wildlife Assistance,11-03866441,"Sep 28, 2011",2011,9,600 W BRIAR PL,Raccoon - Attached Garage
Wildlife Assistance,11-03874467,"Sep 29, 2011",2011,9,300 S SEELEY AVE,"caller reports that there are racoons and opossums in her apartment/caller says that she and her son have been bitten by the raccoons

note:caller says that this has been going on since april"
Wildlife Assistance,11-03875633,"Sep 30, 2011",2011,9,10200 S YALE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03876967,"Sep 30, 2011",2011,9,6800 S CRANDON AVE,Raccoon - Basement
Wildlife Assistance,11-03877038,"Sep 30, 2011",2011,9,9300 S THROOP ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03880597,"Sep 30, 2011",2011,9,10200 S YALE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03882341,"Sep 30, 2011",2011,9,1700 E 83RD PL,Raccoon? - Squirrel? - Basement
Wildlife Assistance,11-03883572,"Oct 01, 2011",2011,10,6300 N MAGNOLIA AVE,Raccoon - Basement
Wildlife Assistance,11-03886951,"Oct 03, 2011",2011,10,12300 S NORMAL AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03900372,"Oct 04, 2011",2011,10,11000 S AVENUE D ,Raccoon - Basement
Wildlife Assistance,11-03904835,"Oct 05, 2011",2011,10,3500 S WINCHESTER AVE,Raccoon - Attached Garage
Wildlife Assistance,11-03908213,"Oct 05, 2011",2011,10,5500 S MARSHFIELD AVE,Raccoon - Bedroom
Wildlife Assistance,11-03909443,"Oct 06, 2011",2011,10,4000 S ARCHER AVE,balzekas auto has a raccoon in a cage inside business
Wildlife Assistance,11-03914270,"Oct 06, 2011",2011,10,1300 N PARKSIDE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03924077,"Oct 10, 2011",2011,10,8100 S KENWOOD AVE,Raccoon - Squirrel - Bedroom
Wildlife Assistance,11-03924128,"Oct 10, 2011",2011,10,4200 W JACKSON BLVD,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03926255,"Oct 10, 2011",2011,10,4000 W GLADYS AVE,Raccoon - Kitchen...in the enclosed porch off the kitchen...callers states it is in alivign area of the house
Wildlife Assistance,11-03926940,"Oct 11, 2011",2011,10,8800 S HERMITAGE AVE,Raccoon - Bedroom
Wildlife Assistance,11-03933974,"Oct 11, 2011",2011,10,100 E 124TH ST,Raccoon - - Attached Garage-POLICE OFFICER STATES RACCOON IN HER GARAGE & WON'T LEAVE.
Wildlife Assistance,11-03938674,"Oct 12, 2011",2011,10,8100 S RICHMOND ST,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03950258,"Oct 14, 2011",2011,10,8200 S WHIPPLE ST,Raccoon - Basement
Wildlife Assistance,11-03955407,"Oct 14, 2011",2011,10,800 E HYDE PARK BLVD,Raccoon - Dining Room UNIT 3
Wildlife Assistance,11-03957326,"Oct 15, 2011",2011,10,5500 N LAKEWOOD AVE,Squirrel - Basement  - Attic - Living Space Only - Raccoon
Wildlife Assistance,11-03957921,"Oct 15, 2011",2011,10,1100 N WOLCOTT AVE,Raccoon  SEEM FELL FROM ROOF NOW IS IN BETWEEN 2 STRUCTURES
Wildlife Assistance,11-03959229,"Oct 16, 2011",2011,10,4000 S STATE ST,Raccoon-CHURCH OF GOD AND CHRIST - Bathroom
Wildlife Assistance,11-03965660,"Oct 17, 2011",2011,10,6900 S INDIANA AVE,Raccoon - Attic - Living Space Only - Works Wed and Thur from 7am to 1pm
Wildlife Assistance,11-03967568,"Oct 17, 2011",2011,10,5600 N MEADE AVE,Raccoon - Garbage Can
Wildlife Assistance,11-03967914,"Oct 17, 2011",2011,10,200 E RANDOLPH ST,Raccoon IN MILLEIUM PARK CHECK WITH ANY OPERATIONS MGR INSIDE PARK OFFICE
Wildlife Assistance,11-03968357,"Oct 18, 2011",2011,10,1100 N LEAMINGTON AVE,Raccoon - Living Room
Wildlife Assistance,11-03975912,"Oct 19, 2011",2011,10,7700 S ST LAWRENCE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03980319,"Oct 19, 2011",2011,10,4500 S LAVERGNE AVE,Raccoon - Bedroom
Wildlife Assistance,11-03980581,"Oct 19, 2011",2011,10,3600 W 68TH PL,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03983349,"Oct 20, 2011",2011,10,600 W 61ST PL,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03985827,"Oct 20, 2011",2011,10,4400 W MONTROSE AVE,Raccoon - Garbage Can
Wildlife Assistance,11-03990083,"Oct 20, 2011",2011,10,3500 S WASHTENAW AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03994009,"Oct 21, 2011",2011,10,7400 S INGLESIDE AVE,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-03998742,"Oct 22, 2011",2011,10,2000 W 82ND PL,Raccoon - Attic - Living Space Only
Wildlife Assistance,11-04001738,"Oct 24, 2011",2011,10,9400 S WINCHESTER AVE,"Raccoon - Attic - Living Space Only - PLEASE CALL BEFORE COMING - Aco Calin called on Oct 26,2011 - no answer - left message on the voice mail."
Wildlife Assistance,11-04008455,"Oct 25, 2011",2011,10,5000 W EDDY ST,Raccoon - Family Room
Wildlife Assistance,11-04011122,"Oct 25, 2011",2011,10,9800 S DREXEL AVE,Raccoon - Basement
Wildlife Assistance,11-04014587,"Oct 25, 2011",2011,10,8100 S SACRAMENTO AVE,Raccoon - Attic - Living Space Only
